nm_suplier,nm_barang,satuan,qty,dimensi
"Restu Tani, CV",Padi Q-989 Inpari 43 4 X 5 kg,Pack,0,4
"Restu Tani, CV",Padi Q-989 Inpari 49 4 X 5 kg*,Pack,728,4
"Restu Tani, CV",Padi Q-989 IR 64 4 X 5 kg*,Pack,0,4
"Restu Tani, CV",Padi Q-989 Logawa 4 X 5 kg*,Pack,1158,4
"Restu Tani, CV",Padi Q-989 Mantap 4 X 5 kg,Pack,0,4
"Restu Tani, CV",Padi Q-989 Mekongga 4 X 5 kg*,Pack,0,4
"Restu Tani, CV",Padi Q-989 Situbagendit 4 X 5 kg*,Pack,0,4
"Restu Tani, CV",Padi Q-989 Sunggal 4 X 5 kg,Pack,0,4
"Restu Tani, CV",Padi Q-989 Way Apu 4 X 5 kg,Pack,0,4
sarana promosi,Paket Ampuh Ken-Mida 12/50 EC 250 ml + Kenmectin 39 EC 250 ml 24 X 1 paket,Pcs,0,24
"Kenso Indonesia, PT",Paket Ampuh Ken-Mida 12/50 EC 250 ml + Kenmectin 39 EC 250 ml 24 X 1 paket,Btl,1239,24
"Tanindo Intertraco, PT",Paket Anti Gulma 10 X 500 ml,Btl,0,10
"Tanindo Intertraco, PT",Paket Anti Gulma 12 X 500 ml,Btl,662,12
"Tanindo Intertraco, PT",Paket Anti Gulma 20 X 250 ml,Btl,695,20
"Kenso Indonesia, PT",Paket Booster Kendizol 250 ml + Aviore 100 ml 24 X 1 Paket,Btl,148,24
"BASF Indonesia, PT",Paket Convey 336 SC 10 X 40 ml,Btl,6422,10
"BASF Indonesia, PT",Paket Convey 336 SC 20 X 20 ml,Btl,7667,20
"Nufarm Indonesia, PT",Paket Cornbelt 336 EC 20 X 50 ml,Btl,3438,20
"Maju Makmur Utomo, PT",Paket GG Akar 100 X 3 ml + Akrostar 40 WP 3 gr (Sample),Pack,0,100
"Maju Makmur Utomo, PT",Paket GG Akar 100 X 5 ml + Akrostar 40 WP 5 gr,Pack,9970,1
sarana promosi,Paket Kaos dan Tas BrZn,Pcs,0,1
"Lestari Inti Agro, CV",Paket Naga 1 6 X 25 X 1 paket*,Paket,4420,150
"Jawa Agrindo Internasional, PT",Paket Piribac 400 SC 50 X 100 ml + Axial 200 ml*,Btl,573,50
"Jawa Agrindo Internasional, PT",Paket Piribac 400 SC 50 X 100 ml + Ferancher 200 ml*,Btl,0,50
sarana promosi,Paket Souvenir Kue Advansia,Pcs,0,1
"Asiana Chemicalindo Lestari, PT",Panindo 10 WP 100 X 100 gr*,Pack,1273,100
"Tiga Muara Emas Makmur, PT",Papandayan 486 SL 20 ltr,Pail,62,1
"Tiga Muara Emas Makmur, PT",Papandayan 486 SL 20 X 1 ltr,Btl,3936,20
"Tiga Muara Emas Makmur, PT",Papandayan 486 SL 4 X 5 ltr,Gal,168,4
"Kristalindo Karunia Internasional, PT",Paraplus 135 SL 20 X 1 ltr,Btl,0,20
"Adil Makmur Fajar, PT",Paratop 276 SL 20 X 1 ltr,Btl,11484,20
"Adil Makmur Fajar, PT",Paratop 276 SL 20 X 500 ml,Btl,2657,20
"Adil Makmur Fajar, PT",Paratop 276 SL 4 X 5 ltr,Gal,200,4
No Name,Parcel Paket A,Pcs,0,1
No Name,Parcel Paket B,Pcs,0,1
No Name,Parcel Paket C,Pcs,0,1
No Name,Parcel Paket D,Pcs,0,1
No Name,Parcel Paket E,Pcs,0,1
sarana promosi,Parcel Paket Sembako,Pcs,0,1
"Benih Citra Asia, PT",Pare Datuk F1 12 X 15 X 10 gr,Pack,0,180
"Benih Citra Asia, PT",Pare Hokian 12 X 15 X 10 gr*,Pack,1176,180
"Tunas Harapan Murni, PT",Paskal 50 WP 20 X 500 gr*,Pack,327,20
"Tunas Harapan Murni, PT",Paskal 50 WP 24 X 250 gr*,Pack,967,24
"Tunas Harapan Murni, PT",Paskal 50 WP 32 X 250 gr,Btl,159,32
"Tunas Harapan Murni, PT",Paskal 50 WP 60 X 100 gr*,Pack,3051,60
"Tiga Muara Emas Makmur, PT",Passxone 276 SL 20 ltr*,Pail,241,1
"Tiga Muara Emas Makmur, PT",Passxone 276 SL 20 X 1 ltr*,Btl,3173,1
"Tiga Muara Emas Makmur, PT",Passxone 276 SL 4 X 5 ltr*,Gal,276,4
"Java Karlos Indonesia, PT",Payung Java Karlos,Pcs,33,1
No Name,Payung Lipat,Pcs,0,1
sarana promosi,PC AMD ACER,Pcs,0,1
"Syngenta Indonesia, PT",Pegasus 500 SC 50 X 80 ml,Btl,23851,50
"Imta Sukses Abadi, PT",Pelatuk S-04,Pcs,9,1
"Sarana Tani Makmur, CV",Pelatuk/Trigger,Pcs,15,1
"Tunas Harapan Murni, PT",Pelle 50 EC 15 X 1 ltr*,Btl,0,15
"Tunas Harapan Murni, PT",Pelle 50 EC 20 X 400 ml*,Btl,0,20
"Satya Agro Indonesia, PT",Penembus 40 X 125 ml,Btl,0,40
"Satya Agro Indonesia, PT",Penembus 50 X 125 ml,Btl,0,50
"Agrotech Pesticide Industry, PT",Penglaris 240 SL 20 ltr,Pail,0,1
"Agrotech Pesticide Industry, PT",Penglaris 240 SL 4 X 5 ltr,Gal,0,4
"Prima Karya Berjaya, PT",Penta So-Z 505 SL 20 X 1 ltr*,Btl,1934,20
"Prima Karya Berjaya, PT",Penta Up-Z 480 SL 20 ltr + 20 pack Penta-Furon 5 gr,Pail,135,1
"Prima Karya Berjaya, PT",Penta Up-Z 480 SL 20 X 1 ltr + 1 pack Penta-Furon 5 gr,Btl,7010,20
"Prima Karya Berjaya, PT",Penta Up-Z 480 SL 4 X 5 ltr + 5 pack Penta-Furon 5 gr,Gal,548,4
"Prima Karya Berjaya, PT",Penta-Furon 10 X 20 X 5 gr,Pack,0,200
No Name,Pentagon 100 ml (Sample),Btl,74,1
No Name,Pentagon 50 ml (Sample),Btl,48,1
"Centa Brasindo Abadi, PT",Pentazol 80 X 60 gr (Sample),Pack,80,80
"Benih Citra Asia, PT",Pepaya Adonia 40 X 1 gr,Pack,0,40
"Zenith Cropsciences Indonesia, PT",Perozin 80 WP 14 X 1 kg*,Pack,1142,14
"Zenith Cropsciences Indonesia, PT",Perozin 80 WP 15 X 400 gr*,Pack,1611,15
"Zenith Cropsciences Indonesia, PT",Perozin 80 WP 60 X 150 gr*,Pack,2933,60
"Petrokimia Kayaku, PT",Petrogenol 800 L 20 X 20 X 5 ml,Btl,78440,400
"Petrokimia Kayaku, PT",Petrokum 0.005 BB 20 X 10 X 100 gr,Pack,94211,200
"Dupont Agricultural Product Indonesia, PT",Pexalon 106 SC 24 X 240 ml,Btl,0,24
"Dupont Agricultural Product Indonesia, PT",Pexalon 106 SC 30 X 100 ml,Btl,0,30
"Dupont Agricultural Product Indonesia, PT",Pexalon 106 SC 50 X 100 ml,Btl,422,50
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",Phenol (Sample),Btl,3,1
"Saprotan Utama, CV",Phosgrow 50 kg,Zak,0,1
"Catur Agrodaya Mandiri, PT",Phosthene 97 WG 100 X 100 gr,Pack,680,100
"Centa Brasindo Abadi, PT",Pilar Up 480 SL 20 ltr,Pail,0,1
"Centa Brasindo Abadi, PT",Pilar Up 480 SL 20 X 1 ltr,Btl,0,20
"Centa Brasindo Abadi, PT",Pilar Up 480 SL 4 X 5 ltr,Gal,0,4
"Centa Brasindo Abadi, PT",Pilly 25 WP 20 gr,Pack,105,1
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 15 X 1 ltr (Logo Protego)*,Btl,0,15
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 15 X 1 ltr*,Btl,219,15
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 20 X 1 ltr (Hitam),Btl,989,20
sarana promosi,Pinamec 20 EC 20 X 1 ltr (Hitam),Btl,0,20
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 20 X 500 ml (Hitam),Btl,431,20
sarana promosi,Pinamec 20 EC 20 X 500 ml (Hitam),Btl,0,20
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 20 X 500 ml (Logo Protego)*,Btl,0,20
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 20 X 500 ml*,Btl,431,20
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 40 X 250 ml (Hitam),Btl,1055,40
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 40 X 250 ml*,Btl,1055,40
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 50 X 100 ml (Hitam),Btl,1440,50
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 50 X 100 ml (Logo Protego)*,Btl,0,50
"Jawa Agrindo Internasional, PT",Pinamec 20 EC 50 X 100 ml*,Btl,1440,50
"Jawa Agrindo Internasional, PT",Pinamec 20 EC FAST 50 X 100 ml*,Btl,0,50
"Star Metal Ware Industry, PT",Pipa Penyemprot 60 cm Star Metal,Pcs,80,1
"Star Metal Ware Industry, PT","Pipa Penyemprot Fiberglass YT 3L, 4L, 5L, 7L & 9L",Pcs,90,1
"Star Metal Ware Industry, PT",Pipa Penyemprot+G.Orange 20 L Star Metal,Pcs,36,1
"Sarana Tani Makmur, CV",Pipa Semprot,Pcs,15,1
"Mitra Indotani Abadi, PT",Piraklo 250 EC 100 X 100 ml ( Sampel ),Btl,0,100
"Mitra Indotani Abadi, PT",Piraklo 250 EC 100 X 100 ml*,Btl,26467,100
"Mitra Indotani Abadi, PT",Piraklo 250 EC 40 X 250 ml*,Btl,58767,40
"Jawa Agrindo Internasional, PT",Piribac 400 SC 50 X 100 ml (Sample),Btl,5,50
sarana promosi,Pisau Lipat Set,Pcs,0,1
No Name,Pisau Tuwal,Pcs,0,1
"Star Metal Ware Industry, PT",Pita Alat Pengikat Tanaman Yoto 25 X 20 X 1 roll*,Roll,1165,500
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 11 Liter 2 Handle Standard HDPE 4cm 150 X 24 cm X 25 cm*,Pcs,0,150
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 15 Liter 2 Handle Standard HDPE 4cm 150 X 29 cm X 24 cm*,Pcs,40,150
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 18 Liter 2 Handle Standard HDPE 4cm 150 X 28 cm X 30 cm*,Pcs,117,150
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 20 Liter 2 Handle Standard HDPE 4cm 150 X 32 cm X 25 cm*,Pcs,0,150
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 250 Liter 4 Handle Standard HDPE 7cm 30 X 70 cm X 66 cm*,Pcs,0,30
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 28 Liter 2 Handle Standard HDPE 4cm 150 X 30 cm X 40 cm*,Pcs,0,150
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 3 Liter No Handle 200 X 15 cm X 18 cm*,Pcs,162,200
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 30 Liter 2 Handle Standard HDPE 4cm 150 X 34 cm X 33 cm*,Pcs,0,150
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 300 Liter 4 Handle Standard HDPE 7cm 20 X 80 cm X 60 cm*,Pcs,0,20
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 45 Liter 2 Handle Standard HDPE 4cm 100 X 38 cm X 40 cm*,Pcs,0,100
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 5 Liter No Handle 200 X 18 cm X 20 cm*,Pcs,373,200
"Tri Usaha Sejahtera Pratama, PT",Planter Bag 75 Liter 2 Handle Standard HDPE 7cm 50 X 46 cm X 46 cm*,Pcs,0,50
"Syngenta Indonesia, PT",Plenum 50 WG 12 X 10 X 25 gr,Pack,20458,120
"Syngenta Indonesia, PT",Plenum 50 WG 50 X 100 gr,Pack,1,50
"Dalzon Chemicals Indonesia, PT",Pointer 276 SL 20 ltr*,Pail,0,1
"Dalzon Chemicals Indonesia, PT",Pointer 276 SL 20 X 1 ltr New*,Btl,9860,20
sarana promosi,Pointer 276 SL 20 X 1 ltr New*,Btl,0,20
"Dalzon Chemicals Indonesia, PT",Pointer 276 SL 4 X 5 ltr*,Gal,0,4
"Mitra Indotani Abadi, PT",Polo Shirt MIA (Putih Kombinasi),Pcs,0,1
"Surya Berkah Plastindo, PT",Polybag 10/20 X 20 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 10/20 X 25 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 10/20 X 30 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 12.5/25 X 25 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 12.5/25 X 30 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 15/30 X 30 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 15/30 X 35 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 15/30 X 40 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 17.5/35 x 35 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 17.5/35 x 40 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 20/40 X 40 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 20/40 X 45 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 20/40 X 50 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 5/10 X 15 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 7.5/15 X 15 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 7.5/15 X 20 cm,Kg,0,1
"Surya Berkah Plastindo, PT",Polybag 7.5/15 X 25 cm,Kg,0,1
"Java Karlos Indonesia, PT",Polybag Alpen 10/20 X 20 cm - 25 X 1 kg*,Pack,100,25
"Java Karlos Indonesia, PT",Polybag Alpen 10/20 X 25 cm - 25 X 1 kg*,Pack,190,25
"Java Karlos Indonesia, PT",Polybag Alpen 10/20 X 40 cm - 25 X 1 kg*,Pack,419,25
"Java Karlos Indonesia, PT",Polybag Alpen 12.5/25 X 25 cm - 25 X 1 kg*,Pack,67,25
"Java Karlos Indonesia, PT",Polybag Alpen 12.5/25 X 30 cm - 25 X 1 kg*,Pack,249,25
"Java Karlos Indonesia, PT",Polybag Alpen 15/30 X 30 cm - 25 X 1 kg*,Pack,10,25
"Java Karlos Indonesia, PT",Polybag Alpen 15/30 X 40 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 17.5/35 X 35 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 17.5/35 X 40 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 2.5/5 X 15 cm - 50 X 500 gr,Pack,2700,50
"Java Karlos Indonesia, PT",Polybag Alpen 20/40 X 35 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 20/40 X 40 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 25/45 X 45 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 30/50 X 50 cm - 25 X 1 kg*,Pack,1502,25
"Java Karlos Indonesia, PT",Polybag Alpen 30/60 X 60 cm - 25 X 1 kg*,Pack,0,25
"Java Karlos Indonesia, PT",Polybag Alpen 5/10 X 15 cm - 50 X 500 gr,Pack,0,50
"Java Karlos Indonesia, PT",Polybag Alpen 7.5/15 X 30 cm - 25 X 1 kg*,Pack,0,25
"Synergy Sedaya, CV",Polybag Korma 10 X 15 X 004 (Sample),Pcs,2,1
"Synergy Sedaya, CV",Polybag Korma 15 X 15 X 005 (Sample),Pcs,2,1
"Synergy Sedaya, CV",Polybag Korma 20 X 20 X 006 (Sample),Pcs,2,1
"Synergy Sedaya, CV",Polybag Korma 25 X 30 X 006 (Sample),Pcs,1,1
"Synergy Sedaya, CV",Polybag Korma 30 X 30 X 008 (Sample),Pcs,1,1
"Synergy Sedaya, CV",Polybag Korma 35 X 35 X 008 (Sample),Pcs,1,1
"Synergy Sedaya, CV",Polybag Korma 40 X 40 X 010 (Sample),Pcs,1,1
"Synergy Sedaya, CV",Polybag Korma 45 X 45 X 010 (Sample),Pcs,1,1
"Synergy Sedaya, CV",Polybag Korma 50 X 50 X 010 (Sample),Pcs,1,1
No Name,Pompa Plasindo 14 ltr,Pcs,4,1
"Agroiris Crop Protection Indonesia, PT",Popzole 525 SE 48 X 240 ml*,Btl,386,48
"Agroiris Crop Protection Indonesia, PT",Popzole 525 SE 64 X 100 ml*,Btl,1095,64
sarana promosi,Poster Bisi 77 60 X 50,Pcs,0,1
sarana promosi,Poster Bisi 959 60 X 50,Pcs,0,1
sarana promosi,Poster ODP,Pcs,0,1
sarana promosi,Poster Piraklo,Pcs,0,1
"Star Metal Ware Industry, PT",Pot Tray 105 (Sample),Pcs,1,1
"Star Metal Ware Industry, PT",Pot Tray 128 (Sample),Pcs,1,1
"Star Metal Ware Industry, PT",Pot Tray 200 (Sample),Pcs,1,1
"Star Metal Ware Industry, PT",Pot Tray 32 (Sample),Pcs,1,1
"Star Metal Ware Industry, PT",Pot Tray 50 (Sample),Pcs,1,1
"Star Metal Ware Industry, PT",Pot Tray 72 (Sample),Pcs,1,1
"Star Metal Ware Industry, PT",Pot Tray 98 (Sample),Pcs,1,1
"Imta Sukses Abadi, PT",Pot Tray Dexxan 100 X 105 lubang,Pcs,50,1
"Imta Sukses Abadi, PT",Pot Tray Dexxan 100 X 128 lubang,Pcs,6210,1
sarana promosi,Pot Tray Dexxan 100 X 200 lubang,Pcs,0,1
"Imta Sukses Abadi, PT",Pot Tray Dexxan 100 X 288 lubang,Pcs,4190,100
"Imta Sukses Abadi, PT",Pot Tray Dexxan 100 X 50 lubang,Pcs,0,100
"Imta Sukses Abadi, PT",Pot Tray Dexxan 100 X 72 lubang,Pcs,0,1
"Imta Sukses Abadi, PT",Pot Tray Dexxan 100 X 98 lubang,Pcs,0,100
"Bina Guna Kimia, PT",Pounce 20 EC 24 X 500 ml,Btl,408,24
"Alfa Beta Agrochemical, PT",Power Flower 20 X 500 ml*,Btl,20,20
"Dharma Ayu Tani, PT",Power Grow 20 X 1 ltr*,Btl,0,20
"Widjaya, UD",Power On/Off YEP 18,Pcs,15,1
"Dharma Ayu Tani, PT",Powercall Cair 20 X 1 ltr*,Btl,620,20
"Dupont Agricultural Product Indonesia, PT",Prevathon 50 SC 24 X 250 ml,Btl,8,24
"Dupont Agricultural Product Indonesia, PT",Prevathon 50 SC 40 X 100 ml,Btl,0,40
"Subur Tani Agro Raya Sejahtera, CV",Prevathon PRO 200 SC 40 X 100 ml,Btl,0,40
"Bayer Indonesia, PT",Previcur N 722SL 100 X 100 ml,Btl,2543,100
"Bayer Indonesia, PT",Previcur N 722SL 20 X 500 ml,Btl,792,20
"Dupont Agricultural Product Indonesia, PT",Preza 100 OD 12 X 250 ml,Btl,0,12
"Prima Karya Berjaya, PT",Prima-Clink 20 X 250 ml,Btl,40,20
"Prima Karya Berjaya, PT",Prima-Clink 20 X 250 ml (sampel),Btl,0,20
"Prima Karya Berjaya, PT",Prima-Clink 50 X 100 ml,Btl,584,50
"Prima Karya Berjaya, PT",Prima-Clink 50 X 100 ml (sampel),Btl,0,50
"Prima Karya Berjaya, PT",Prima-Kuat 276 SL 20 X 1 ltr,Btl,5840,20
"Prima Karya Berjaya, PT",Prima-Kuat 276 SL 4 X 5 ltr,Gal,200,4
"Prima Karya Berjaya, PT",Prima-Lima 555 SL 20 X 1 ltr,Btl,970,20
"Prima Karya Berjaya, PT",Prima-Zol 250 EC 10 X 1 ltr*,Btl,210,10
"Prima Karya Berjaya, PT",Prima-Zol 250 EC 20 X 500 ml*,Btl,200,20
"Centa Brasindo Abadi, PT",PrimaX 480 SL 20 ltr + 4 pack Pilly 20 gr,Pail,0,1
"Centa Brasindo Abadi, PT",PrimaX 480 SL 20 X 1 ltr + 1 pack Pilly 5 gr,Btl,0,20
"Centa Brasindo Abadi, PT",PrimaX 480 SL 4 X 5 ltr + 1 pack Pilly 20 gr,Gal,0,4
"Syngenta Indonesia, PT",Proclaim 5 SG 4 X 20 X 25 gr,Pack,0,80
"Sinar General Industries, PT",Profuron 600 EC 20 X 500 ml*,Btl,419,20
"Sinar General Industries, PT",Profuron 600 EC 40 X 250 ml*,Btl,550,40
"Sinar General Industries, PT",Profuron 600 EC 50 X 100 ml*,Btl,0,50
sarana promosi,Proll Tape,Pcs,0,1
"Tiga Muara Emas Makmur, PT",Promo Joss 300 EC 20 X 500 ml*,Btl,214,20
"Tiga Muara Emas Makmur, PT",Promo Joss 300 EC 50 X 250 ml*,Btl,108,50
"Multi Sarana Indotani, PT",Prothephon Karet 10 PA 20 X 1 ltr,Btl,0,20
"Multi Sarana Indotani, PT",Prothephon Karet 10 PA 20 X 500 ml,Btl,0,20
"Widjaya, UD",Pump Protection Plate Yamaha,Pcs,10,1
LTS PT,Pupuk CaCo3 Manohara Sintesis (Sample),Pack,3,1
LTS PT,Pupuk CaCo3 Qiucall Sintesis (Sample),Pack,1,1
"Kertopaten Kencana, PT",Pupuk Canita Cap Tawon 20 X 1 kg,Pack,0,20
"Multidaya Putra Sejahtera, PT",Pupuk Fosfat 50 kg MPS (Sample),Zak,0,1
"Multidaya Putra Sejahtera, PT",Pupuk Fosfat 50 kg MPS*,Zak,99,1
"Multidaya Putra Sejahtera, PT",Pupuk Hayati Cair MPS 12 X 1 ltr,Btl,24,12
"Multidaya Putra Sejahtera, PT",Pupuk Hayati Cair MPS 12 X 1 ltr (Sample),Btl,0,12
"Multidaya Putra Sejahtera, PT",Pupuk Kompos MPS 40 kg,Zak,0,1
"Java Karlos Indonesia, PT",Pupuk Nakula Alegro 10 X 1 kg*,Pcs,671,10
"Java Karlos Indonesia, PT",Pupuk Nakula Alegro 10 X 1 kg*,Pack,671,10
"Java Karlos Indonesia, PT",Pupuk Nakula Alegro 40 kg*,Zak,37,1
"Java Karlos Indonesia, PT",Pupuk Nakula Alegro 5 X 5 kg*,Pack,287,5
"Sinergi Chem Indonesia, PT",Push 30/300 OD 50 X 100 ml (Sample),Btl,0,50
"Sinergi Chem Indonesia, PT",Push 30/300 OD 50 X 100 ml*,Btl,1366,50
"Bina Guna Kimia, PT",Pyzero 100 EC 24 X 400 ml,Btl,96,24
"Jawa Agrindo Internasional, PT",Qaishar 10 WP 100 X 100 gr*,Pack,2520,100
"Jawa Agrindo Internasional, PT",Qaishar 10 WP 20 X 50 X 5 gr,Pack,1000,1000
"Maju Makmur Utomo, PT",Qiuasri Bawang 20 X 1 ltr,Btl,500,20
"Maju Makmur Utomo, PT",Qiuasri Bawang Merah 250 ml (Sample),Btl,5,1
"Maju Makmur Utomo, PT",Qiuasri Bunga Buah 250 ml (Sample),Btl,5,1
"Maju Makmur Utomo, PT",Qiuasri Cabai 250 ml (Sample),Btl,5,1
"Maju Makmur Utomo, PT",Qiuasri Cabe 20 X 1 ltr,Btl,435,20
"Maju Makmur Utomo, PT",Qiuasri Jagung 20 X 1 ltr,Btl,414,20
"Maju Makmur Utomo, PT",Qiuasri Jagung 250 ml (Sample),Btl,0,1
"Maju Makmur Utomo, PT",Qiuasri Jeruk 20 X 1 ltr,Btl,69,20
"Maju Makmur Utomo, PT",Qiuasri Padi 250 ml (Sample),Btl,5,1
"Deli Standart, PT",Qiudor 100 X 100 gr*,Pcs,4064,100
"Deli Standart, PT",Qiudor 100 X 100 gr*,Pack,4064,100
"Deli Standart, PT",Qiudor 40 X 250 gr*,Pack,700,40
"Sari Kresna Kimia, PT",Qiumex 36 EC 10 X 1 ltr*,Btl,775,10
"Sari Kresna Kimia, PT",Qiumex 36 EC 100 X 100 ml*,Btl,1300,100
"Sari Kresna Kimia, PT",Qiumex 36 EC 20 X 500 ml*,Btl,129,20
"Sari Kresna Kimia, PT",Qiumex 36 EC 40 X 250 ml*,Btl,2325,40
"Alphagrow, PT",Qiumino 20 X 250 ml*,Btl,924,20
"Alphagrow, PT",Qiumino 20 X 500 ml*,Btl,1221,20
"Deli Standart, PT",Qiunil 40 X 500 gr*,Pack,3373,40
sarana promosi,Qiuonol 400 SL 30 x 250 ml*,Btl,0,30
"Wahana Pundhi Karsa Abadi, PT",Qiuonol 400 SL 42 x 50 ml (Sample),Btl,55,42
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",Qiustar 400 EC 40 X 200 ml*,Btl,1986,40
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",Qiustar 400 EC 50 X 100 ml*,Btl,2023,50
"Deli Standart, PT",Qiutane 80 WP 25 X 800 gr Biru*,Pack,11,25
sarana promosi,Qiuvita Biru 16.32.16 100 X 100 gr (Sample),Pcs,0,100
"Saprotan Utama, CV",Qiuvita Biru 16.32.16 100 X 100 gr*,Pack,5,100
"Saprotan Utama, CV",Qiuvita Biru 16.32.16 20 X 500 gr*,Pack,2758,20
"Wahana Pundhi Karsa Abadi, PT",Qiuvita Hayati 20 X 1 ltr*,Btl,675,20
"Wahana Pundhi Karsa Abadi, PT",Qiuvita Hayati 25 X 100 ml,Btl,744,25
"Wahana Pundhi Karsa Abadi, PT",Qiuvita Hayati 30 X 250 ml*,Btl,27,30
"Wahana Pundhi Karsa Abadi, PT",Qiuvita Hayati 30 X 500 ml*,Btl,341,30
"Saprotan Utama, CV",Qiuvita Hijau 32.11.11 100 X 100 gr*,Pack,2247,100
"Saprotan Utama, CV",Qiuvita Hijau 32.11.11 20 X 500 gr*,Pack,1966,20
"Saprotan Utama, CV",Qiuvita Merah 16.11.32 100 X 100 gr*,Pack,2846,100
"Saprotan Utama, CV",Qiuvita Merah 16.11.32 20 X 500 gr*,Pack,758,20
"Berbak Agro Sejati, PT",Quatis 276 SL 20 ltr,Pail,0,1
"Berbak Agro Sejati, PT",Quatis 276 SL 20 X 1 ltr,Btl,0,20
"Berbak Agro Sejati, PT",Quatis 276 SL 20 X 500 ml,Btl,0,20
"Berbak Agro Sejati, PT",Quatis 276 SL 4 X 5 ltr,Gal,0,4
"Syngenta Indonesia, PT",Quilt 200 SE 40 X 250 ml,Btl,0,40
"Mukti Jaya Agro, PT",Raja Mulsa Hijau 60 X 260 mt*,Roll,4,1
"Mukti Jaya Agro, PT",Raja Mulsa Hijau 60 X 530 mt*,Roll,2,1
"Tanindo Intertraco, PT",Rambo Gold 480 SL 20 ltr,Pail,0,1
"Tanindo Intertraco, PT",Rambo Gold 480 SL 20 X 1 ltr,Btl,0,20
"Tanindo Intertraco, PT",Rambo Gold 480 SL 4 X 5 ltr,Gal,0,4
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",Ratchet 250 EC 100 ml (sampel),Btl,8,1
"Agricon, PT",Ratgone 0.005 BB 10 X 1 kg,Pack,726,10
"Catur Agrodaya Mandiri, PT",Ratol 80 P 10 X 100 X 10 gr*,Pack,17055,1000
"Sinar General Industries, PT",Reactive 490 SL 20 ltr,Pail,44,1
"Sinar General Industries, PT",Reactive 490 SL 20 X 1 ltr,Btl,259,20
"Sinar General Industries, PT",Reactive 490 SL 4 X 5 ltr,Gal,0,4
"BASF Indonesia, PT",Regent 50 SC 24 X 250 ml,Btl,0,24
"BASF Indonesia, PT",Regent Red 24 X 250 ml,Btl,0,24
"BASF Indonesia, PT",Regent Red 48 X 100 ml,Btl,152,48
"BASF Indonesia, PT",Regent Red 80 X 50 ml,Btl,355,80
"Royal Agro Indonesia, PT",Remazole-P 490 EC 100 X 100 ml,Btl,0,100
"Royal Agro Indonesia, PT",Remazole-P 490 EC 20 X 400 ml,Btl,0,20
"Royal Agro Indonesia, PT",Remazole-P 490 EC 40 X 250 ml,Btl,0,40
"Royal Agro Indonesia, PT",Revus 250 SC 40 X 250 ml*,Btl,0,40
