nm_suplier,nm_barang,satuan,qty,dimensi
"Bisi International, Tbk",Kangkung Bisi 20 X 1 kg,Pack,1595,20
"Benih Citra Asia, PT",Kangkung Dampit 20 X 1 kg,Pack,20,20
"Benih Citra Asia, PT",Kangkung Dampit 40 X 500 gr,Pack,0,40
"Synergy Sedaya, CV",Kantong Plastik Bening Besar (Sample),Pcs,1,1
"Synergy Sedaya, CV",Kantong Plastik Bening Kecil (Sample),Pcs,1,1
"Synergy Sedaya, CV",Kantong Plastik Hitam Besar (Sample),Pcs,1,1
"Synergy Sedaya, CV",Kantong Plastik Hitam Kecil (Sample),Pcs,1,1
"Synergy Sedaya, CV",Kantong Plastik Hitam Sedang (Sample),Pcs,1,1
"Synergy Sedaya, CV",Kantong Plastik Kuning Besar (Sample),Pcs,2,1
sarana promosi,Kaos Amiboost,Pcs,0,1
sarana promosi,Kaos Aminosong Mango,Pcs,0,1
sarana promosi,Kaos Arma,Pcs,0,1
sarana promosi,Kaos Asetor,Pcs,0,1
sarana promosi,Kaos Atonik,Pcs,0,1
No Name,Kaos Bactocyn Putih/New,Pcs,0,1
"Maju Makmur Utomo, PT",Kaos Bamex,Pcs,1500,1
sarana promosi,Kaos Bamex,Pcs,0,1
No Name,Kaos Bayer,Pcs,0,1
sarana promosi,Kaos Bencore,Pcs,0,1
sarana promosi,Kaos Bionik,Pcs,0,1
sarana promosi,Kaos Bisi 18,Pcs,0,1
sarana promosi,Kaos Bisi 321,Pcs,0,1
sarana promosi,Kaos Bisi 99/79,Pcs,0,1
sarana promosi,Kaos Bravoxone,Pcs,0,1
sarana promosi,Kaos Chief,Pcs,0,1
No Name,Kaos Cielo,Pcs,0,1
"Java Karlos Indonesia, PT",Kaos Cotton Combed Java Karlos,Pcs,140,1
"Lestari Inti Agro, CV",Kaos dan Tas Boron & Zinc,Pcs,0,1
No Name,Kaos Dekalb,Pcs,0,1
No Name,Kaos Dekalb ( T Shirt Anak ),Pcs,0,1
No Name,Kaos Demolish,Pcs,0,1
sarana promosi,Kaos Dilan,Pcs,0,1
sarana promosi,Kaos Dupont,Pcs,0,1
No Name,Kaos EM-4,Pcs,0,1
No Name,Kaos Evencio,Pcs,0,1
No Name,Kaos Excel,Pcs,0,1
sarana promosi,Kaos Extra One,Pcs,0,1
No Name,Kaos Fitokarb,Pcs,0,1
"Maju Makmur Utomo, PT",Kaos Futay,Pcs,0,1
N/A,Kaos Gamectin,Pcs,0,1
N/A,Kaos Gibraz,Pcs,0,1
"Java Karlos Indonesia, PT",Kaos Hyget Panjang Super Java,Pcs,168,1
"Behn Meyer AgriCare, PT",Kaos Impetus,Pcs,0,1
sarana promosi,Kaos Intergan,Pcs,0,1
sarana promosi,Kaos Jagung ADV 132,Pcs,0,1
sarana promosi,Kaos Jagung Janger,Pcs,0,1
sarana promosi,Kaos Jagung Manis Golden Boy,Pcs,0,1
sarana promosi,Kaos Jagung Manis Madu,Pcs,0,1
sarana promosi,Kaos Jagung Manis Sweet Lady,Pcs,0,1
N/A,Kaos Jagung Pertiwi,Pcs,0,1
sarana promosi,Kaos Jagung Q 235,Pcs,0,1
"Java Karlos Indonesia, PT",Kaos Java Karlos,Pcs,3,1
sarana promosi,Kaos Java Karlos,Pcs,0,1
No Name,Kaos Karisma,Pcs,0,1
"Deltacipta Saranapromosi, PT",Kaos Karisma,Pcs,16,1
sarana promosi,Kaos Karisma Setia,Pcs,0,1
No Name,Kaos Kenso,Pcs,0,1
sarana promosi,Kaos Kerah Amolin,Pcs,0,1
No Name,Kaos Kertopaten,Pcs,0,1
sarana promosi,Kaos Klerat,Pcs,0,1
sarana promosi,Kaos Kloper Symbisect,Pcs,0,1
No Name,Kaos Kubis Sharira,Pcs,0,1
sarana promosi,Kaos Lacos JAI,Pcs,0,1
sarana promosi,Kaos Lengan Panjang ADV 132,Pcs,0,1
sarana promosi,Kaos Lengan Panjang Bisi 77,Pcs,0,1
sarana promosi,Kaos Lengan Panjang Bisi 959,Pcs,0,1
sarana promosi,Kaos Lengan Panjang Macerio,Pcs,0,1
N/A,Kaos Lengan Panjang Pinamec,Pcs,0,1
sarana promosi,Kaos Lengan Panjang Q235,Pcs,0,1
sarana promosi,Kaos Lengan Pendek Dekalb,Pcs,0,1
No Name,Kaos Matahari Seed,Pcs,0,1
No Name,Kaos Melon Golden Qiu,Pcs,0,1
sarana promosi,Kaos Melon Hibrida,Pcs,0,1
No Name,Kaos Melon Lucky,Pcs,0,1
No Name,Kaos Melon Pertiwi,Pcs,0,1
"Saprotan Utama Nusantara, PT",Kaos Merah Putih NPK P Tani Biru,Pcs,0,1
sarana promosi,Kaos Merah Putih Saprotan,Pcs,0,1
"Saprotan Utama Nusantara, PT",Kaos Merah Putih ZNURECOTE,Pcs,0,1
sarana promosi,Kaos Metazeb,Pcs,0,1
sarana promosi,Kaos Mexdone,Pcs,0,1
No Name,Kaos Mexican,Pcs,0,1
N/A,Kaos MIA Kerah,Pcs,1,1
"Mitra Indotani Abadi, PT",Kaos MIA Kerah Elazaro,Pcs,81,1
"Mitra Indotani Abadi, PT",Kaos MIA Trio Dahsyat,Pcs,0,1
sarana promosi,Kaos MKD Neocron,Pcs,0,1
"Mitra Kreasi Dharma, PT",Kaos MKD Unibro,Pcs,0,1
sarana promosi,Kaos MPS,Pcs,0,1
sarana promosi,Kaos Mulsa Hanoman,Pcs,0,1
No Name,Kaos Mulsa Kuda,Pcs,0,1
sarana promosi,Kaos Mulsa Ori Gajah,Pcs,0,1
sarana promosi,Kaos Mulsa Petani Sejati,Pcs,0,1
No Name,Kaos Mulsa Universal,Pcs,0,1
sarana promosi,Kaos Mupsone,Pcs,0,1
sarana promosi,Kaos Mutual,Pcs,0,1
sarana promosi,Kaos Novatec,Pcs,0,1
sarana promosi,Kaos Oblong Associate,Pcs,0,1
sarana promosi,Kaos Oblong Panjang Fertiphos Strip,Pcs,0,1
"Saprotan Utama Nusantara, PT",Kaos Oblong Panjang Goal,Pcs,0,1
No Name,Kaos Orca,Pcs,0,1
sarana promosi,Kaos Paket Ampuh,Pcs,0,1
"Java Karlos Indonesia, PT",Kaos Petani Sejati,Pcs,264,1
sarana promosi,Kaos Phoscormit,Pcs,0,1
"Saprotan Utama Nusantara, PT",Kaos Phosgrow,Pcs,0,1
sarana promosi,Kaos Ponco Ceba,Pcs,0,1
"Sumber Makmur Agrikultur Indonesia, PT",Kaos Preza,Pcs,0,1
sarana promosi,Kaos Prima-Zeb,Pcs,0,1
sarana promosi,Kaos Pupuk Hayati,Pcs,0,1
sarana promosi,Kaos Qiu Asri,Pcs,0,1
sarana promosi,Kaos Qiu Asri Hijau,Pcs,0,1
sarana promosi,Kaos Qiuvita,Pcs,0,1
sarana promosi,Kaos Robust,Pcs,0,1
No Name,Kaos Saber,Pcs,0,1
"Saprotan Utama Nusantara, PT",Kaos Saprodap,Pcs,0,1
No Name,Kaos Saprotan,Pcs,0,1
sarana promosi,Kaos Sari Kresna D3,Pcs,0,1
sarana promosi,Kaos Savity,Pcs,0,1
sarana promosi,Kaos Seminis,Pcs,0,1
"Petrosida Gresik, PT",Kaos Sidamec,Pcs,0,1
"Sinamyang Indonesia, PT",Kaos Sinasen 300 SC,Pcs,0,1
sarana promosi,Kaos Sofia,Pcs,0,1
"Agrorisen Indomakmur Cemerlang, PT",Kaos Spyker,Pcs,0,1
No Name,Kaos Syngenta,Pcs,0,1
sarana promosi,Kaos THM Crespo,Pcs,0,1
No Name,Kaos Toxafin,Pcs,0,1
sarana promosi,Kaos Tumagon,Pcs,0,1
No Name,Kaos UPL,Pcs,0,1
"Tunas Harapan Murni, PT",Karbasin 500 EC 20 X 500 ml,Btl,0,20
"Star Metal Ware Industry, PT",Karburator Star Metal,Pcs,5,1
"Star Metal Ware Industry, PT",Karet Piston YT 5L,Pcs,30,1
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 20 X 1 ltr (Protego)*,Btl,0,20
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 20 X 400 ml (Label Baru)*,Btl,547,20
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 20 X 400 ml (Protego)*,Btl,0,20
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 20 X 500 ml (Protego)*,Btl,0,20
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 20 X 800 ml (Protego)*,Btl,0,20
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 20 X 800 ml*,Btl,1214,20
"Sinar General Industries, PT",Karimazu 590 EC 20 X 800 ml*,Btl,0,20
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 25 X 400 ml*,Btl,0,25
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 40 X 200 ml (Label Baru)*,Btl,392,40
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 40 X 200 ml (Protego)*,Btl,0,40
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 40 X 200 ml*,Btl,392,40
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 50 X 100 ml (Label Baru)*,Btl,278,50
"Jawa Agrindo Internasional, PT",Karimazu 590 EC 50 X 100 ml*,Btl,278,50
"Maju Makmur Utomo, PT",Karissnail 6 PL 20 X 500 gr (M2U)*,Pack,13399,20
"Maju Makmur Utomo, PT",Karissnail 6 PL 50 X 200 gr (M2U)*,Pack,14024,50
sarana promosi,Karton Currater 2 Kg,Pcs,0,1
Seagrow Indonesia,Karung OPP Lami 10 kg Qiu Seed,Pcs,18574,1
"Star Metal Ware Industry, PT",Katup Pelepas Angin YT 5L,Pcs,100,1
"Excel Meg Indo, PT",Kelonil 75 WP 20 X 500 gr,Pack,0,20
"Bioworld Biosciencen ML, PT",Kelpak 11/0.031 SL 20 X 500 ml,Btl,227,20
"Bioworld Biosciencen ML, PT",Kelpak 11/0.031 SL 40 X 250 ml,Btl,401,40
sarana promosi,Kelpak 11/0.031 SL 40 X 250 ml,Btl,0,40
"Bioworld Biosciencen ML, PT",Kelpak 11/0.031 SL 50 X 100 ml,Btl,399,50
"Deltacipta Saranapromosi, PT",Kemeja MIA,Pcs,18,1
sarana promosi,Kemeja Seragam Syngenta,Pcs,0,1
"Kenso Indonesia, PT",Ken-Mida 12/50 EC 100 X 100 ml*,Btl,1805,100
"Kenso Indonesia, PT",Ken-Mida 12/50 EC 24 X 250 ml ( Paket Ampuh ),Btl,747,24
"Kenso Indonesia, PT",Ken-Mida 12/50 EC 24 X 500 ml*,Btl,480,24
"Kenso Indonesia, PT",Ken-Mida 12/50 EC 48 X 250 ml*,Btl,0,48
"Kenso Indonesia, PT",Ken-mipo 400 SL 20 X 1 ltr,Btl,0,20
"Kenso Indonesia, PT",Ken-mipo 400 SL 20 X 500 ml,Btl,0,20
sarana promosi,Kenbast 150 SL 1 Ltr (Sample),Btl,0,1
"Kenso Indonesia, PT",Kencis 55 EW 20 X 1 ltr*,Btl,1566,20
"Kenso Indonesia, PT",Kencis 55 EW 24 X 500 ml*,Btl,427,24
"Kenso Indonesia, PT",Kenmectin 39 EC 100 X 100 ml,Btl,0,100
"Kenso Indonesia, PT",Kenmectin 39 EC 24 X 250 ml ( Paket Ampuh ),Btl,747,24
"Kenso Indonesia, PT",Kenmectin 39 EC 48 X 250 ml,Btl,0,48
"Excel Meg Indo, PT",Ketave 100 SL 10 X 1 ltr*,Btl,0,10
"Excel Meg Indo, PT",Ketave 100 SL 20 X 500 ml*,Btl,0,20
"Excel Meg Indo, PT",Ketave 100 SL 40 X 250 ml*,Btl,0,40
"Asia Gala Kimia, PT",Kick Off 36 EC 20 X 1 ltr*,Btl,152,20
"Asia Gala Kimia, PT",Kick Off 36 EC 48 X 100 ml*,Btl,0,48
"Agro Natural Technology, PT",Kilau 36 WP 6 X 50 X 25 gr*,Pack,0,300
sarana promosi,Kilau 36 WP 6 X 50 X 25 gr*,Pack,0,300
"Sinar General Industries, PT",Kingdom 550 SC 20 ltr*,Pail,40,1
"Sinar General Industries, PT",Kingdom 550 SC 20 X 1 ltr*,Btl,0,20
"Sinar General Industries, PT",Kingdom 550 SC 4 X 5 ltr*,Gal,82,4
sarana promosi,Kipas Angin Cosmos,Pcs,0,1
"Star Metal Ware Industry, PT",Klep Kulit 14 ltr Star Metal,Pcs,78,1
"Star Metal Ware Industry, PT",Klep Kulit 17 ltr Star Metal,Pcs,100,1
"Syngenta Indonesia, PT",Klerat RMB 50 ppm 40 X 150 gr,Btl,0,40
"Agro Natural Technology, PT",Kloper 500 SL 12 X 1 ltr,Btl,0,12
"Agro Natural Technology, PT",Kloper 500 SL 20 X 500 ml,Btl,14,20
"Agro Natural Technology, PT",Kloper 500 SL 40 X 250 ml*,Btl,160,40
"Kertopaten Kencana, PT",KNO3 Merah (Calponit) 10 X 2 kg,Pack,0,10
"Saprotan Utama, CV",KNO3 Merah P Tani 15 X 2 kg,Pack,45,15
"Saprotan Utama, CV",KNO3 Putih P Tani 15 X 2 kg,Pack,2882,15
"Kertopaten Kencana, PT",KNO3 Putih Tawon 10 X 2 kg,Pack,0,10
"Deli Standart, PT",Knocker 20 X 400 ml*,Btl,160,20
"Deli Standart, PT",Knocker 30 X 200 ml + ergostim*,Btl,60,30
"Deli Standart, PT",Knocker 30 X 200 ml*,Btl,60,30
"Deli Standart, PT",Knocker 40 X 200 ml*,Btl,308,40
"Deli Standart, PT",Knocker 50 X 80 ml*,Btl,0,50
sarana promosi,Kompor Gas Maspion,Pcs,0,1
sarana promosi,Kompor Gas Rinai,Pcs,0,1
"Imta Sukses Abadi, PT",Konektor Nosel Tutup,Pcs,40,1
"Sinar General Industries, PT",Konsep 50 EC 100 X 100 ml*,Btl,2900,100
"Sinar General Industries, PT",Konsep 50 EC 20 X 1 ltr*,Btl,223,20
"Sinar General Industries, PT",Konsep 50 EC 25 X 500 ml*,Btl,764,25
"Sinar General Industries, PT",Konsep 50 EC 40 X 250 ml*,Btl,1040,40
No Name,Korek Api Gesek Banteng,Pcs,0,1
"Sari Kresna Kimia, PT",Kovinplus 80 P 10 X 1 kg,Pack,0,10
"Oat Mitoku Agrio, PT",Koyo dan Balsem,Paket,0,1
"Star Metal Ware Industry, PT",Kran Pencet Star Metal,Pcs,476,1
"Star Metal Ware Industry, PT",Kran Yoto 5L,Pcs,0,1
"Star Metal Ware Industry, PT","Kran YT 4L, 5L, 7L & 9L",Pcs,295,1
"Synergy Sedaya, CV",Kresek Hitam Kecil (Sample),Pcs,1,1
"Synergy Sedaya, CV",Kresek Merah Kecil (Sample),Pcs,1,1
"Sari Kresna Kimia, PT",Kresnadan 3G 10 X 2 kg,Pack,0,10
"Sari Kresna Kimia, PT",Kresnakum 0.005 20 X 1 kg,Pack,0,20
"Sari Kresna Kimia, PT",Kresnakum 0.005 20 X 1 kg*,Pack,0,20
"Sari Kresna Kimia, PT",Kresnakum 0.005 20 X 10 X 100 gr,Pack,0,200
"Sari Kresna Kimia, PT",Kresnatop 500 SC 20 ltr,Pail,0,1
"Sari Kresna Kimia, PT",Kresnatop 500 SC 20 X 1 ltr,Btl,0,20
"Sari Kresna Kimia, PT",Kresnatop 500 SC 4 X 5 ltr,Gal,0,4
"Saprotan Utama, CV",KS Pak Tani + Boron 25 kg,Zak,17,1
"Kertopaten Kencana, PT",KSP Tawon 50 kg,Zak,0,1
"Bisi International, Tbk",Kubis Grand 11-20 X 12 X 15 gr,Pack,180,240
Tani Murni,Kubis Green Coronet 100 X 10 X 20 gr,Pack,0,1000
"Era Tani, PT",Kubis Green Crown 10 X 20 ml,Pack,0,10
Tani Murni,Kubis Green Nova 100 X 10 X 20 ml,Pack,6975,1000
"Bayer Indonesia, PT",Kubis Hibrida F1 Kaelo 30 X 15 gr,Pack,4249,30
"Agri Makmur Pertiwi, PT",Kubis Icon 10 X 20 X 15 gr,Pack,0,200
No Name,Kulkas 2 pintu Sharp,Pcs,0,1
sarana promosi,Kulkas Chang Hong 1 Pintu,Pcs,0,1
sarana promosi,KULKAS LG,Pcs,0,1
No Name,Kulkas Mini Sanken 1 Pintu,Pcs,0,1
sarana promosi,Kulkas Polytron 1 Pintu,Pcs,0,1
sarana promosi,Kulkas Polytron 2 pintu,Pcs,0,1
No Name,Kunci Inggris set,Pcs,0,1
"Nufarm Indonesia, PT",Kuproxat 345 SC 20 X 500 ml,Btl,186,20
"Nufarm Indonesia, PT",Kuproxat 345 SC 40 X 200 ml,Btl,1886,40
"Mitra Tani Abadi Jaya, CV",Laba Hidroponik 130 gr,Pack,6,1
"Mitra Tani Abadi Jaya, CV",Laba Hidroponik 142 gr,Pack,5,1
"Mitra Indotani Abadi, PT",Label botol desanto 100ml,Pcs,210,1
"Mitra Indotani Abadi, PT",Label Piraklo 250 ml lama,Pcs,1100,1
"Mitra Indotani Abadi, PT",Label Piraklo 250ml (Logo MIA),Pcs,600,1
"Benih Citra Asia, PT",Labu Almond F1 12 X 15 X 10 gr,Pack,0,180
"Excel Meg Indo, PT",Lancer Gold 55 WG 100 X 100 gr*,Pack,1405,100
"Excel Meg Indo, PT",Lancer Gold 55 WG 20 X 500 gr*,Pack,194,20
"Excel Meg Indo, PT",Lancer Gold 55 WG 40 X 250 gr*,Pack,405,40
"Dupont Agricultural Product Indonesia, PT",Lannate 25 WP 10 X 10 X 100 gr,Pack,3675,100
"Mitra Kreasi Dharma, PT",Lannate 25 WP 10 X 10 X 100 gr,Pack,0,100
"Dupont Agricultural Product Indonesia, PT",Lannate 25 WP 20 X 50 X 15 gr,Pack,36675,1000
"Mitra Kreasi Dharma, PT",Lannate 25 WP 20 X 50 X 15 gr,Pack,0,1000
"Mitra Kreasi Dharma, PT",Lannate 40 SP 10 X 10 X 100 gr,Pack,6315,100
"Mitra Kreasi Dharma, PT",Lannate 40 SP 40 X 250 gr,Pack,310,40
No Name,Laptop Lenovo,Pcs,0,1
"Catur Agrodaya Mandiri, PT",Larviron 100/20 ZC 20 X 500 ml*,Btl,0,20
"Catur Agrodaya Mandiri, PT",Larviron 100/20 ZC 40 X 250 ml*,Btl,0,40
"Maju Makmur Utomo, PT",Lem Ajaib 50 X 100 ml*,Btl,2060,50
"Maju Makmur Utomo, PT",Lem Ajaib 50 X 50 ml*,Btl,1497,50
"Johnny Jaya Makmur, PT",Lem Super 50 X 50 ml,Btl,0,50
"Asiana Chemicalindo Lestari, PT",Licron 500 EC 20 X 400 ml*,Btl,137,20
"Agroiris Crop Protection Indonesia, PT",Liding 240 SC 48 X 200 ml,Btl,0,48
"Agroiris Crop Protection Indonesia, PT",Liding 240 SC 48 X 200 ml*,Btl,3420,48
"Agroiris Crop Protection Indonesia, PT",Liding 240 SC 64 X 90 ml*,Btl,2424,64
"Sinar General Industries, PT",Logamate 440 EC 20 X 500 ml*,Btl,370,20
"Sinar General Industries, PT",Logamate 440 EC 40 x 250 ml*,Btl,1013,40
"Sinar General Industries, PT",Logamate 440 EC 50 X 100 ml*,Btl,0,50
"Sinar General Industries, PT",Logamate 440 EC 50 x 100 ml*,Btl,0,50
"Syngenta Indonesia, PT",Logran 75 WG 20 X 50 X 1.5 gr,Pack,0,1000
"Excel Meg Indo, PT",Losmine 50 EC 40 X 250 ml*,Btl,119,40
"Excel Meg Indo, PT",Losmine 50 EC 50 X 100 ml*,Btl,0,50
"Dupont Agricultural Product Indonesia, PT",Loyant 25 EC 20 X 500 ml,Btl,3520,20
"Maju Makmur Utomo, PT",Ludes 50 EC 30 X 250 ml*,Btl,912,30
"Maju Makmur Utomo, PT",Ludes 50 EC 50 X 100 ml*,Btl,3298,50
"Bayer Indonesia, PT",Luna Smart 250/250 SC 100 X 100 ml,Btl,65,100
"Bayer Indonesia, PT",Luna Smart 250/250 SC 100 X 50 ml,Btl,0,100
"Jawa Agrindo Internasional, PT",Macerio 52 WP 20 X 500 gr,Pack,5406,20
"Global Agrotech, PT",Maestro 200 EC 10 X 1 ltr,Btl,0,10
sarana promosi,Maestro 200 EC 10 X 1 ltr,Btl,0,10
"Global Agrotech, PT",Maestro 200 EC 20 X 500 ml,Btl,3433,20
sarana promosi,Maestro 200 EC 20 X 500 ml,Btl,0,20
sarana promosi,Magic Com Sharp,Pcs,0,1
"Tiga Muara Emas Makmur, PT",Magicxone 138 SL 20 ltr,Pail,50,1
"Tiga Muara Emas Makmur, PT",Magicxone 138 SL 20 X 1 ltr,Btl,7031,20
"Tiga Muara Emas Makmur, PT",Magicxone 138 SL 4 X 5 ltr,Btl,200,4
"Artha Prima Humatindo,PT",Magshumat 500 ml,Btl,4,1
"Dharma Ayu Tani, PT",Maklostar 30 X 500 gr*,Pack,0,30
N/A,Malabar 480 SL 20 ltr,Pail,444,1
"Tanindo Intertraco, PT",Mamigro 12-9-6 20 X 1 ltr,Btl,27,20
"Tanindo Intertraco, PT",Mamigro 12-9-6 20 X 500 ml,Btl,730,20
"Multi Sarana Indotani, PT",Mamigro 25-6-6 20 X 1 kg,Pack,1860,20
"Multi Sarana Indotani, PT",Mamigro 25-6-6 3 X 5 kg,Pack,201,3
"Multi Sarana Indotani, PT",Mamigro 25-6-6 40 X 500 gr,Pack,920,40
"Sinar General Industries, PT",Mandoxone 276 SL 20 ltr*,Pail,69,1
"Sinar General Industries, PT",Mandoxone 276 SL 20 X 1 ltr*,Btl,0,20
"Sinar General Industries, PT",Mandoxone 276 SL 4 X 5 ltr*,Gal,0,4
No Name,Mangkok ART.FSY 178-B,Pcs,0,1
"Benih Citra Asia, PT",Manisa 12 X 15 X 10 gr,Pack,0,180
"Mitra Tani Abadi Jaya, CV",Manohara 20 X 1 kg*,Pack,4334,20
"Mitra Tani Abadi Jaya, CV",Manohara 250 gr,Pack,4,1
"Mitra Tani Abadi Jaya, CV",Manohara PPC 15 X 1 ltr,Btl,782,15
"Catur Agrodaya Mandiri, PT",Manzate 82 WP 10 X 1 kg,Pack,0,10
"Catur Agrodaya Mandiri, PT",Manzate 82 WP 20 X 500 gr,Pack,2090,20
"Safe Chemical Indonesia, PT",Marbofid 2 WP 40 X 100 gr,Pack,0,40
"Bina Guna Kimia, PT",Marshal 200 EC 100 X 100 ml,Btl,1519,100
"Bina Guna Kimia, PT",Marshal 200 EC 20 X 1 ltr,Btl,873,20
"Bina Guna Kimia, PT",Marshal 200 EC 24 X 500 ml,Btl,5654,24
"Bina Guna Kimia, PT",Marshal 200 SC 24 X 500 ml,Btl,1069,24
"Bina Guna Kimia, PT",Marshal 25 DS 5 X 40 X 25 gr,Pack,0,200
"Bina Guna Kimia, PT",Marshal 25 DS 50 X 100 gr,Pack,11464,50
"Global Agrotech, PT",Martyl 480 SL 12 X 1 ltr,Btl,800,12
"Dharma Ayu Tani, PT",Mastercall Biru 20 X 1 kg*,Pack,0,20
"Dharma Ayu Tani, PT",Mastercall Putih 20 X 1 kg*,Pack,0,20
"Syngenta Indonesia, PT",Matador 25 EC 100 X 50 ml,Btl,17585,100
"Syngenta Indonesia, PT",Matador 25 EC 100 X 80 ml,Btl,34854,100
"Syngenta Indonesia, PT",Matador 25 EC 40 X 250 ml,Btl,13171,40
"Syngenta Indonesia, PT",Match 50 EC 50 X 100 ml,Btl,0,50
sarana promosi,Megaxone 135 SL 20 ltr + 20 Pack Metaben 20 WG-5 gr,Pail,0,1
"Asiana Chemicalindo Lestari, PT",Megaxone 135 SL 20 ltr*,Pail,746,1
"Asiana Chemicalindo Lestari, PT",Megaxone 135 SL 20 X 1 ltr + 1 Pack Metaben 20 WG-5 gr,Btl,0,20
"Asiana Chemicalindo Lestari, PT",Megaxone 135 SL 20 X 1 ltr*,Btl,15861,20
"Asiana Chemicalindo Lestari, PT",Megaxone 135 SL 4 X 5 ltr + 5 Pack Metaben 20 WG-5 gr,Gal,0,4
"Asiana Chemicalindo Lestari, PT",Megaxone 135 SL 4 X 5 ltr*,Btl,719,4
"Sari Kresna Kimia, PT",Megazeb 80 WP 20 X 1 kg*,Pack,2170,20
sarana promosi,Meja Display (Cling),Pcs,0,1
"Bisi International, Tbk",Melon Action 434 20 X 10 X 12.5 gr,Pack,70,200
sarana promosi,Melon Action 88 20 X 10 X 12.5 gr,Pcs,0,200
"Bisi International, Tbk",Melon Amanda 20 X 10 X 13 gr,Pack,0,200
"Bisi International, Tbk",Melon Amanda 20 X 10 X 13 gr + Trichoplus,Pack,0,200
"Benih Citra Asia, PT",Melon Jumbo F1 12 X 10 X 20 gr,Pack,1,120
"Benih Citra Asia, PT",Melon Leoni F1 12 X 10 X 20 gr,Pack,0,120
"Benih Citra Asia, PT",Melon Leoni MH F1 12 X 10 X 20 gr,Pack,0,120
"Benih Citra Asia, PT",Melon Merlin F1 12 X 10 X 20 gr,Pack,0,120
"Bisi International, Tbk",Melon Monalisa 20 X 12 X 12.5 gr,Pack,0,240
sarana promosi,Melon Pertiwi Anvi 10 X 15 X 13 gr,Pcs,0,150
"Agri Makmur Pertiwi, PT",Melon Pertiwi Anvi 10 X 15 X 13 gr,Pack,0,150
"BASF Indonesia, PT",Melyra 200/200 SC 24 X 250 ml,Btl,0,24
sarana promosi,Mesin Cuci Arashi,Pcs,0,1
sarana promosi,Mesin Cuci Sharp,Pcs,0,1
"Sinar General Industries, PT",Metachlor 650 EC 100 X 100 ml*,Btl,3011,100
"Sinar General Industries, PT",Metachlor 650 EC 20 X 800 ml*,Btl,25,20
"Sinar General Industries, PT",Metachlor 650 EC 25 X 400 ml*,Btl,1234,25
"Sinar General Industries, PT",Metachlor 650 EC 50 ml (S)*,Btl,49,1
"Mitoku Sukses Makmur, PT",Metalik 15 X 500 ml,Btl,0,15
"Mitoku Sukses Makmur, PT",Metalik 25 X 100 ml,Btl,0,25
"Mitra Kreasi Dharma, PT",Metindo 25 WP 10 X 10 X 100 gr*,Pack,7825,100
"Mitra Kreasi Dharma, PT",Metindo 25 WP 40 X 250 gr*,Pack,23340,40
"Mitra Kreasi Dharma, PT",Metindo 25 WP 40 X 500 gr*,Pack,6829,40
"Mitra Kreasi Dharma, PT",Metindo 40 SP 10 X 10 X 100 gr,Pack,11779,100
"Mitra Kreasi Dharma, PT",Metindo 40 SP 40 X 200 gr,Pack,8981,40
"Mitra Kreasi Dharma, PT",Metindo 40 SP 40 X 400 gr,Pack,1788,40
"Mitra Kreasi Dharma, PT",Metindo 80 SL 20 X 500 ml*,Btl,0,20
"Sari Kresna Kimia, PT",Metsul 24 WP 20 X 200 gr,Pack,0,20
"Sari Kresna Kimia, PT",Metsul 24 WP 40 X 50 gr,Pack,0,40
"Mitra Kreasi Dharma, PT",Metsulindo 20 WP 20 X 250 gr,Pack,0,20
"Mitra Kreasi Dharma, PT",Metsulindo Plus 80 WP 10 X 20 X 5 gr*,Pack,0,200
"Mitra Kreasi Dharma, PT",Metsulindo Plus 80 WP 8 X 25 X 40 gr,Btl,0,200
"Mitra Kreasi Dharma, PT",Metsulindo Plus 80 WP 8 X 25 X 40 gr*,Pack,195269,200
"Deli Standart, PT",Mexdone 36 EC 20 X 1 ltr New*,Btl,82,20
"Deli Standart, PT",Mexdone 36 EC 20 X 1 ltr*,Btl,82,20
"Deli Standart, PT",Mexdone 36 EC 20 X 500 ml (Logo Protego),Btl,0,20
"Deli Standart, PT",Mexdone 36 EC 20 X 500 ml New*,Btl,151,20
"Deli Standart, PT",Mexdone 36 EC 40 X 200 ml (Logo Protego),Btl,0,40
"Deli Standart, PT",Mexdone 36 EC 40 X 250 ml New*,Btl,615,40
"Deli Standart, PT",Mexdone 36 EC 50 X 100 ml (Logo Protego),Btl,0,50
"Deli Standart, PT",Mexdone 36 EC 50 X 100 ml*,Btl,333,50
"Deli Standart, PT",Mexdone 36 EC 50 X 50 ml (Logo Protego),Btl,0,50
sarana promosi,Micro Ferti Energy 1 Ltr,Btl,0,1
"Artha Prima Humatindo,PT",Microhumic 500 ml,Btl,4,24
Lakaba,Mikoriza (Sample),Pcs,4,1
