nm_suplier,nm_barang,satuan,qty,dimensi
sarana.promosi,Poster ODP,Pcs,0,1
sarana.promosi,Poster Piraklo,Pcs,0,1
 PT.Star Metal Ware Industry,Pot Tray 105 (Sample),Pcs,1,1
 PT.Star Metal Ware Industry,Pot Tray 128 (Sample),Pcs,1,1
 PT.Star Metal Ware Industry,Pot Tray 200 (Sample),Pcs,1,1
 PT.Star Metal Ware Industry,Pot Tray 32 (Sample),Pcs,1,1
 PT.Star Metal Ware Industry,Pot Tray 50 (Sample),Pcs,1,1
 PT.Star Metal Ware Industry,Pot Tray 72 (Sample),Pcs,1,1
 PT.Star Metal Ware Industry,Pot Tray 98 (Sample),Pcs,1,1
 PT.Imta Sukses Abadi,Pot Tray Dexxan 100 X 105 lubang,Pcs,50,1
 PT.Imta Sukses Abadi,Pot Tray Dexxan 100 X 128 lubang,Pcs,6210,1
sarana.promosi,Pot Tray Dexxan 100 X 200 lubang,Pcs,0,1
 PT.Imta Sukses Abadi,Pot Tray Dexxan 100 X 288 lubang,Pcs,4190,100
 PT.Imta Sukses Abadi,Pot Tray Dexxan 100 X 50 lubang,Pcs,0,100
 PT.Imta Sukses Abadi,Pot Tray Dexxan 100 X 72 lubang,Pcs,0,1
 PT.Imta Sukses Abadi,Pot Tray Dexxan 100 X 98 lubang,Pcs,0,100
 PT.Bina Guna Kimia,Pounce 20 EC 24 X 500 ml,Btl,408,24
 PT.Alfa Beta Agrochemical,Power Flower 20 X 500 ml*,Btl,20,20
 PT.Dharma Ayu Tani,Power Grow 20 X 1 ltr*,Btl,0,20
 UD.Widjaya,Power On/Off YEP 18,Pcs,15,1
 PT.Dharma Ayu Tani,Powercall Cair 20 X 1 ltr*,Btl,620,20
 PT.Dupont Agricultural Product Indonesia,Prevathon 50 SC 24 X 250 ml,Btl,8,24
 PT.Dupont Agricultural Product Indonesia,Prevathon 50 SC 40 X 100 ml,Btl,0,40
 CV.Subur Tani Agro Raya Sejahtera,Prevathon PRO 200 SC 40 X 100 ml,Btl,0,40
 PT.Bayer Indonesia,Previcur N 722SL 100 X 100 ml,Btl,2543,100
 PT.Bayer Indonesia,Previcur N 722SL 20 X 500 ml,Btl,792,20
 PT.Dupont Agricultural Product Indonesia,Preza 100 OD 12 X 250 ml,Btl,0,12
 PT.Prima Karya Berjaya,Prima-Clink 20 X 250 ml,Btl,40,20
 PT.Prima Karya Berjaya,Prima-Clink 20 X 250 ml (sampel),Btl,0,20
 PT.Prima Karya Berjaya,Prima-Clink 50 X 100 ml,Btl,584,50
 PT.Prima Karya Berjaya,Prima-Clink 50 X 100 ml (sampel),Btl,0,50
 PT.Prima Karya Berjaya,Prima-Kuat 276 SL 20 X 1 ltr,Btl,5840,20
 PT.Prima Karya Berjaya,Prima-Kuat 276 SL 4 X 5 ltr,Gal,200,4
 PT.Prima Karya Berjaya,Prima-Lima 555 SL 20 X 1 ltr,Btl,970,20
 PT.Prima Karya Berjaya,Prima-Zol 250 EC 10 X 1 ltr*,Btl,210,10
 PT.Prima Karya Berjaya,Prima-Zol 250 EC 20 X 500 ml*,Btl,200,20
 PT.Centa Brasindo Abadi,PrimaX 480 SL 20 ltr + 4 pack Pilly 20 gr,Pail,0,1
 PT.Centa Brasindo Abadi,PrimaX 480 SL 20 X 1 ltr + 1 pack Pilly 5 gr,Btl,0,20
 PT.Centa Brasindo Abadi,PrimaX 480 SL 4 X 5 ltr + 1 pack Pilly 20 gr,Gal,0,4
 PT.Syngenta Indonesia,Proclaim 5 SG 4 X 20 X 25 gr,Pack,0,80
 PT.Sinar General Industries,Profuron 600 EC 20 X 500 ml*,Btl,419,20
 PT.Sinar General Industries,Profuron 600 EC 40 X 250 ml*,Btl,550,40
 PT.Sinar General Industries,Profuron 600 EC 50 X 100 ml*,Btl,0,50
sarana.promosi,Proll Tape,Pcs,0,1
 PT.Tiga Muara Emas Makmur,Promo Joss 300 EC 20 X 500 ml*,Btl,214,20
 PT.Tiga Muara Emas Makmur,Promo Joss 300 EC 50 X 250 ml*,Btl,108,50
 PT.Multi Sarana Indotani,Prothephon Karet 10 PA 20 X 1 ltr,Btl,0,20
 PT.Multi Sarana Indotani,Prothephon Karet 10 PA 20 X 500 ml,Btl,0,20
 UD.Widjaya,Pump Protection Plate Yamaha,Pcs,10,1
.LTS PT,Pupuk CaCo3 Manohara Sintesis (Sample),Pack,3,1
.LTS PT,Pupuk CaCo3 Qiucall Sintesis (Sample),Pack,1,1
 PT.Kertopaten Kencana,Pupuk Canita Cap Tawon 20 X 1 kg,Pack,0,20
 PT.Multidaya Putra Sejahtera,Pupuk Fosfat 50 kg MPS (Sample),Zak,0,1
 PT.Multidaya Putra Sejahtera,Pupuk Fosfat 50 kg MPS*,Zak,99,1
 PT.Multidaya Putra Sejahtera,Pupuk Hayati Cair MPS 12 X 1 ltr,Btl,24,12
 PT.Multidaya Putra Sejahtera,Pupuk Hayati Cair MPS 12 X 1 ltr (Sample),Btl,0,12
 PT.Multidaya Putra Sejahtera,Pupuk Kompos MPS 40 kg,Zak,0,1
 PT.Java Karlos Indonesia,Pupuk Nakula Alegro 10 X 1 kg*,Pcs,671,10
 PT.Java Karlos Indonesia,Pupuk Nakula Alegro 10 X 1 kg*,Pack,671,10
 PT.Java Karlos Indonesia,Pupuk Nakula Alegro 40 kg*,Zak,37,1
 PT.Java Karlos Indonesia,Pupuk Nakula Alegro 5 X 5 kg*,Pack,287,5
 PT.Sinergi Chem Indonesia,Push 30/300 OD 50 X 100 ml (Sample),Btl,0,50
 PT.Sinergi Chem Indonesia,Push 30/300 OD 50 X 100 ml*,Btl,1366,50
 PT.Bina Guna Kimia,Pyzero 100 EC 24 X 400 ml,Btl,96,24
 PT.Jawa Agrindo Internasional,Qaishar 10 WP 100 X 100 gr*,Pack,2520,100
 PT.Jawa Agrindo Internasional,Qaishar 10 WP 20 X 50 X 5 gr,Pack,1000,1000
 PT.Maju Makmur Utomo,Qiuasri Bawang 20 X 1 ltr,Btl,500,20
 PT.Maju Makmur Utomo,Qiuasri Bawang Merah 250 ml (Sample),Btl,5,1
 PT.Maju Makmur Utomo,Qiuasri Bunga Buah 250 ml (Sample),Btl,5,1
 PT.Maju Makmur Utomo,Qiuasri Cabai 250 ml (Sample),Btl,5,1
 PT.Maju Makmur Utomo,Qiuasri Cabe 20 X 1 ltr,Btl,435,20
 PT.Maju Makmur Utomo,Qiuasri Jagung 20 X 1 ltr,Btl,414,20
 PT.Maju Makmur Utomo,Qiuasri Jagung 250 ml (Sample),Btl,0,1
 PT.Maju Makmur Utomo,Qiuasri Jeruk 20 X 1 ltr,Btl,69,20
 PT.Maju Makmur Utomo,Qiuasri Padi 250 ml (Sample),Btl,5,1
 PT.Deli Standart,Qiudor 100 X 100 gr*,Pcs,4064,100
 PT.Deli Standart,Qiudor 100 X 100 gr*,Pack,4064,100
 PT.Deli Standart,Qiudor 40 X 250 gr*,Pack,700,40
 PT.Sari Kresna Kimia,Qiumex 36 EC 10 X 1 ltr*,Btl,775,10
 PT.Sari Kresna Kimia,Qiumex 36 EC 100 X 100 ml*,Btl,1300,100
 PT.Sari Kresna Kimia,Qiumex 36 EC 20 X 500 ml*,Btl,129,20
 PT.Sari Kresna Kimia,Qiumex 36 EC 40 X 250 ml*,Btl,2325,40
 PT.Alphagrow,Qiumino 20 X 250 ml*,Btl,924,20
 PT.Alphagrow,Qiumino 20 X 500 ml*,Btl,1221,20
 PT.Deli Standart,Qiunil 40 X 500 gr*,Pack,3373,40
sarana.promosi,Qiuonol 400 SL 30 x 250 ml*,Btl,0,30
 PT.Wahana Pundhi Karsa Abadi,Qiuonol 400 SL 42 x 50 ml (Sample),Btl,55,42
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Qiustar 400 EC 40 X 200 ml*,Btl,1986,40
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Qiustar 400 EC 50 X 100 ml*,Btl,2023,50
 PT.Deli Standart,Qiutane 80 WP 25 X 800 gr Biru*,Pack,11,25
sarana.promosi,Qiuvita Biru 16.32.16 100 X 100 gr (Sample),Pcs,0,100
 CV.Saprotan Utama,Qiuvita Biru 16.32.16 100 X 100 gr*,Pack,5,100
 CV.Saprotan Utama,Qiuvita Biru 16.32.16 20 X 500 gr*,Pack,2758,20
 PT.Wahana Pundhi Karsa Abadi,Qiuvita Hayati 20 X 1 ltr*,Btl,675,20
 PT.Wahana Pundhi Karsa Abadi,Qiuvita Hayati 25 X 100 ml,Btl,744,25
 PT.Wahana Pundhi Karsa Abadi,Qiuvita Hayati 30 X 250 ml*,Btl,27,30
 PT.Wahana Pundhi Karsa Abadi,Qiuvita Hayati 30 X 500 ml*,Btl,341,30
 CV.Saprotan Utama,Qiuvita Hijau 32.11.11 100 X 100 gr*,Pack,2247,100
 CV.Saprotan Utama,Qiuvita Hijau 32.11.11 20 X 500 gr*,Pack,1966,20
 CV.Saprotan Utama,Qiuvita Merah 16.11.32 100 X 100 gr*,Pack,2846,100
 CV.Saprotan Utama,Qiuvita Merah 16.11.32 20 X 500 gr*,Pack,758,20
 PT.Berbak Agro Sejati,Quatis 276 SL 20 ltr,Pail,0,1
 PT.Berbak Agro Sejati,Quatis 276 SL 20 X 1 ltr,Btl,0,20
 PT.Berbak Agro Sejati,Quatis 276 SL 20 X 500 ml,Btl,0,20
 PT.Berbak Agro Sejati,Quatis 276 SL 4 X 5 ltr,Gal,0,4
 PT.Syngenta Indonesia,Quilt 200 SE 40 X 250 ml,Btl,0,40
 PT.Mukti Jaya Agro,Raja Mulsa Hijau 60 X 260 mt*,Roll,4,1
 PT.Mukti Jaya Agro,Raja Mulsa Hijau 60 X 530 mt*,Roll,2,1
 PT.Tanindo Intertraco,Rambo Gold 480 SL 20 ltr,Pail,0,1
 PT.Tanindo Intertraco,Rambo Gold 480 SL 20 X 1 ltr,Btl,0,20
 PT.Tanindo Intertraco,Rambo Gold 480 SL 4 X 5 ltr,Gal,0,4
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Ratchet 250 EC 100 ml (sampel),Btl,8,1
 PT.Agricon,Ratgone 0.005 BB 10 X 1 kg,Pack,726,10
 PT.Catur Agrodaya Mandiri,Ratol 80 P 10 X 100 X 10 gr*,Pack,17055,1000
 PT.Sinar General Industries,Reactive 490 SL 20 ltr,Pail,44,1
 PT.Sinar General Industries,Reactive 490 SL 20 X 1 ltr,Btl,259,20
 PT.Sinar General Industries,Reactive 490 SL 4 X 5 ltr,Gal,0,4
 PT.BASF Indonesia,Regent 50 SC 24 X 250 ml,Btl,0,24
 PT.BASF Indonesia,Regent Red 24 X 250 ml,Btl,0,24
 PT.BASF Indonesia,Regent Red 48 X 100 ml,Btl,152,48
 PT.BASF Indonesia,Regent Red 80 X 50 ml,Btl,355,80
 PT.Royal Agro Indonesia,Remazole-P 490 EC 100 X 100 ml,Btl,0,100
 PT.Royal Agro Indonesia,Remazole-P 490 EC 20 X 400 ml,Btl,0,20
 PT.Royal Agro Indonesia,Remazole-P 490 EC 40 X 250 ml,Btl,0,40
 PT.Royal Agro Indonesia,Revus 250 SC 40 X 250 ml*,Btl,0,40
 PT.Royal Agro Indonesia,Revus 250 SC 50 X 100 ml*,Btl,0,50
 PT.Syngenta Indonesia,Revus Opti 440 SC 20 X 250 ml,Btl,60,20
 PT.Nusa Mandiri Utama,Rexmino 865 SL 20 X 1 ltr,Btl,0,20
 PT.Nusa Mandiri Utama,Rexmino 865 SL 25 X 400 ml,Btl,0,25
 PT.Nusa Mandiri Utama,Rexron 80 WP 20 X 500 gr,Pack,0,20
 PT.Bayer Indonesia,Ricestar 69 EC 100 X 100 ml,Btl,0,100
 PT.Bayer Indonesia,Ricestar 69 EC 40 X 250 ml,Btl,0,40
 PT.Bayer Indonesia,Ricestar Xtra 89 OD 100 X 100 ml,Btl,9285,100
 PT.Bayer Indonesia,Ricestar Xtra 89 OD 40 X 250 ml,Btl,4851,40
 PT.Syngenta Indonesia,Ridomil Gold 350 ES 4 X 20 X 12.5 ml,Btl,20,80
 PT.Syngenta Indonesia,Ridomil Gold MZ 4/64 WG 100 X 100 gr,Pack,11855,100
 PT.Syngenta Indonesia,Ridomil Gold MZ 4/64 WG 20 X 500 gr,Pack,3293,20
 PT.Syngenta Indonesia,Ridomil Gold MZ 4/64 WG 40 X 250 gr,Pack,5807,40
 PT.Royal Agro Indonesia,Rimon Fast 100 SC 100 X 100 ml,Btl,0,100
 PT.Imta Sukses Abadi,Ring Biru Plastik Kecil,Pcs,40,1
.No Name,Ring Karet Tg,Pcs,6422,1
 PT.Star Metal Ware Industry,Ring Penyokong 14 ltr Star Metal,Pcs,90,1
 PT.Star Metal Ware Industry,Ring Penyokong 17 ltr Star Metal,Pcs,95,1
 PT.Agro Natural Technology,Riomax 300 EC 100 X 100 ml,Btl,1480,100
 PT.Agro Natural Technology,Riomax 300 EC 40 X 250 ml,Pcs,415,40
 PT.Agro Natural Technology,Robust 100 X 100 ml*,Btl,0,100
 PT.Agro Natural Technology,Robust 20ml (Sample),Btl,0,1
 PT.Agro Natural Technology,Robust 40 X 200 ml*,Btl,3059,40
 PT.Agro Natural Technology,Robust 50 X 100 ml*,Btl,3068,50
 PT.Tanindo Intertraco,Roger 480 SL 20 X 1 ltr,Btl,4040,20
 PT.Tanindo Intertraco,Roger 480 SL 4 X 5 ltr,Gal,100,4
 PT.Mitra Kreasi Dharma,Rotraz 200 EC 20 X 500 ml*,Btl,4631,20
 PT.Mitra Kreasi Dharma,Rotraz 200 EC 50 X 100 ml*,Btl,3284,50
 PT.Nufarm Indonesia,Round Up 486 SL 12 X 1 ltr,Btl,36,12
 PT.Nufarm Indonesia,Round Up 486 SL 20 ltr,Pail,214,1
 PT.Nufarm Indonesia,Round Up 486 SL 4 X 4 ltr,Btl,3,4
 PT.Nufarm Indonesia,Round Up 486 SL 50 X 200 ml,Btl,15701,50
 PT.Berbak Agro Sejati,Roupix 455/100 SL 20 X 1 ltr,Btl,1340,20
 PT.Bina Guna Kimia,Rovral 50 WP 120 X 100 gr,Pack,0,120
 PT.Agro Natural Technology,Roza Xtra 610 EC 100 X 100 ml*,Btl,1274,100
 PT.Agro Natural Technology,Roza Xtra 610 EC 12 X 900 ml*,Btl,420,12
 PT.Agro Natural Technology,Roza Xtra 610 EC 20 X 400 ml*,Btl,905,20
 PT.Bayer Indonesia,Rumpas 110 EW 100 X 100 ml,Btl,11317,100
 PT.Bayer Indonesia,Rumpas 110 EW 40 X 250 ml,Btl,1379,40
 PT.Catur Agrodaya Mandiri,Saaf 75 WP 20 X 400 gr,Pack,878,20
sarana.promosi,Sabun Harimau Kuat 24 X 300 gr,Pcs,0,24
sarana.promosi,Sagri-Fix 10 ml (Sample),Pcs,0,1
 PT.Satya Agro Indonesia,Sagri-Meth 77 SP 100 X 100 gr*,Pack,3627,100
 PT.Satya Agro Indonesia,Sagri-Meth 77 SP 25 X 400 gr*,Pcs,1175,25
 PT.Satya Agro Indonesia,Sagri-Meth 77 SP 25 X 400 gr*,Pack,1175,25
 PT.Satya Agro Indonesia,Sagri-Mox 52 WP 100 X 100 gr*,Pack,2208,100
 PT.Satya Agro Indonesia,Sagri-Mox 52 WP 25 X 400 gr*,Btl,862,25
 PT.Satya Agro Indonesia,Sagri-Storm 100/400/50 SC 20 X 1 ltr*,Btl,959,20
 PT.Satya Agro Indonesia,Sagri-Storm 100/400/50 SC 20 X 500 ml*,Btl,170,20
 PT.Satya Agro Indonesia,Sagri-Storm 100/400/50 SC 40 X 250 ml*,Btl,596,40
.No Name,Sajadah,Pcs,0,1
 PT.Tanindo Intertraco,Samite 135 EC 50 X 100 ml,Btl,250,50
 PT.Tanindo Intertraco,Samite 135 EC 50 X 250 ml,Btl,300,50
 PT.Santani Agro Perkasa,Santaquat 276 SL 20 X 1 ltr,Btl,0,20
 CV.Saprotan Utama,Saprodap 16.20.0+125 @25 kg,Zak,406,1
 PT.Star Metal Ware Industry,Saringan Tabung 14 ltr & 17 ltr Star Metal,Pcs,100,1
 PT.Star Metal Ware Industry,Saringan Tangki Star Metal,Pcs,3,1
 PT.Tanindo Intertraco,Saromyl 35 SD 10 X 40 X 5 gr,Pack,0,400
 PT.Multi Sarana Indotani,Saromyl 35 SD 20 X 20 X 5 gr,Pack,1580,400
.No Name,Sarung,Pcs,0,1
sarana.promosi,Sarung Abbas,Pcs,0,1
sarana.promosi,Sarung Abu Rizqi,Pcs,0,1
sarana.promosi,Sarung Arabi Madinah,Pcs,0,1
.No Name,Sarung Atlas,Pcs,0,1
sarana.promosi,Sarung Gajah Duduk,Pcs,0,1
sarana.promosi,Sarung Gajah Kembar,Pcs,0,1
 PT.Java Karlos Indonesia,Sarung Java Karlos,Pcs,36,1
sarana.promosi,Sarung Jenggolo,Pcs,0,1
sarana.promosi,Sarung Kalingga,Pcs,0,1
sarana.promosi,Sarung Ramadhani,Pcs,0,1
sarana.promosi,Sarung Samarinda,Pcs,0,1
.No Name,Sarung Wadimor,Pcs,0,1
 PT.Petrosida Gresik,Satgaz 75 WP Magic Blue 10 X 800 gr,Pack,1839,10
 PT.Petrokimia Kayaku,Saturn Plus 12 X 1 ltr*,Btl,0,12
 PT.Petrokimia Kayaku,Saturn Plus 20 X 1 ltr*,Btl,653,20
sarana.promosi,Saturn Plus 20 X 1 ltr*,Btl,0,20
 PT.Petrokimia Kayaku,Saturn Plus 20 X 250 ml*,Btl,7662,20
 PT.Petrokimia Kayaku,Saturn Plus 20 X 500 ml*,Btl,6574,20
sarana.promosi,Saturn Plus 20 X 500 ml*,Btl,0,20
 PT.Persada Agro Sukses,Satyazeb 80 WP 20 X 1 kg,Pack,45,20
 PT.Benih Citra Asia,Sawi Dora 1 kg,Pack,0,1
 PT.Benih Citra Asia,Sawi Dora 12 X 15 X 25 gr,Pack,409,180
sarana.promosi,Sawi Dora 2 gr,Pcs,0,1
 PT.Benih Citra Asia,Sawi Dora 500 gr,Pack,0,1
 PT.Benih Citra Asia,Sawi Dora Kaleng 40 X 100 gr,Klg,0,40
 Tbk.Bisi International,Sawi Green Pak Choy 20 X 6 X 50 gr,Pack,0,120
 PT.Benih Citra Asia,Sawi Majapahit 12 X 15 X 25 gr*,Pack,800,180
 PT.Benih Citra Asia,Sawi Packchoy Masbro 12 X 15 X 10 gr,Pack,0,180
 PT.TakII Seed,Sawi Pak Choy White 10 X 20 gr,Pack,17,10
 Tbk.Bisi International,Sawi Yokohama CR 20 X 12 X 10 gr,Pack,0,240
 PT.Syngenta Indonesia,Score 250 EC 40 X 250 ml,Btl,89629,40
 PT.Syngenta Indonesia,Score 250 EC 50 X 80 ml,Btl,28952,50
 PT.Sari Kresna Kimia,Scorpio 250 EC 40 X 250 ml,Btl,0,40
 UD.Widjaya,Sealing Gasket Yamaha,Pcs,20,1
 PT.Utomo Utomo,Sekop Tanaman Goodman Transplanter 05-008 100 X 1,Pcs,24,100
 PT.Benih Citra Asia,Selada Arista 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Selada Fakhira 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Selada Kriebo 12 X 15 X 10 gr,Pack,0,180
sarana.promosi,Selada Kriebo 500 gr,Pack,0,1
 PT.Golden Agin I,Selang + Kran Pencet Baru (GA),Pcs,2,1
 PT.Murni Mapan Makmur,Selang Drip 010 X 4 X 100 HTM @0.7kg/rol (sample),Roll,1,1
 PT.Murni Mapan Makmur,Selang Drip 010 X 4 X 200 HTM @1.4kg/rol (sample),Roll,1,1
 PT.Murni Mapan Makmur,Selang Drip 015 X 4 X 100 HTM @1.2kg/rol (sample),Roll,1,1
 PT.Murni Mapan Makmur,Selang Drip 015 X 4 X 200 HTM @2.4kg/rol (sample),Roll,1,1
 PT.Murni Mapan Makmur,Selang Drip 05 X 4 X 300 HTM @0.8kg/rol (sample),Roll,1,1
 PT.Murni Mapan Makmur,Selang Drip 05 X 4 X 90 HTM @0.24kg/rol (sample),Roll,1,1
 PT.Star Metal Ware Industry,Selang Orange Komplit+G. Plastik Star Metal,Pcs,817,1
 CV.Sarana Tani Makmur,Selang Plastik,Pcs,15,1
 PT.Star Metal Ware Industry,"Selang YT 4L, 5L, 7L & 9L",Pcs,175,1
sarana.promosi,Sepeda Listrik Goda (Hitam),Pcs,0,1
sarana.promosi,Sepeda Listrik Tipe GD 150 (Biru),Pcs,0,1
sarana.promosi,Sepeda Listrik tipe GD Golden Monkey 140 ( Biru ),Pcs,0,1
sarana.promosi,Sepeda Listrik tipe GD Golden Monkey 140 ( Hijau ),Pcs,0,1
sarana.promosi,Sepeda Listrik tipe GD Golden Monkey 140 ( Hitam ),Pcs,0,1
sarana.promosi,Sepeda Listrik tipe GD Golden Monkey 140 ( Kuning ),Pcs,0,1
sarana.promosi,Sepeda Listrik tipe GD Golden Monkey 140 ( Merah ),Pcs,0,1
sarana.promosi,Sepeda Listrik Tipe GD Mango 125 (Biru),Pcs,0,1
sarana.promosi,Sepeda Listrik Tipe GD Mango 125 (Hitam),Pcs,0,1
sarana.promosi,Sepeda Listrik Tipe GD Mango 125 (Kuning),Pcs,0,1
sarana.promosi,Sepeda Listrik Tipe GD Mango 125 (Pink),Pcs,0,1
sarana.promosi,Sepeda Listrik Tipe GD Mango 125 (Tosca),Pcs,0,1
sarana.promosi,Sepeda Listrik Viar,Pcs,0,1
sarana.promosi,Sepeda Litsrik tipe U-winfly Merah,Pcs,0,1
sarana.promosi,Sepeda Motor Honda Beat 125 Biru Hitam,Pcs,0,1
sarana.promosi,Sepeda Motor Honda Beat 125 Hitam,Pcs,0,1
sarana.promosi,Sepeda Motor Honda Beat 125 Silver Hitam,Pcs,0,1
 PT.Forum Agro Sukses Timur,Sepeda Motor Vario 125 Merah,Pcs,0,1
sarana.promosi,Sepeda Motor Yamaha Gear 125 (Hitam),Pcs,0,1
sarana.promosi,Setrika Philips,Pcs,0,1
 PT.Agricon,Sevin 85 SP 100 X 100 gr,Pack,20865,100
 PT.Agricon,Sevin 85 SP 40 X 500 gr,Pack,1060,40
 PT.Maju Makmur Utomo,SG.01 30 X 500 gr (M2U)*,Pack,835,30
 PT.Maju Makmur Utomo,SG.05 200 X 100 gr (M2U)*,Pack,2290,200
 PT.Maju Makmur Utomo,SG.05 30 X 500 gr (M2U)*,Pack,344,30
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Shallot 600 SL 10 X 460 ml (Sample),Btl,40,10
 PT.Petrosida Gresik,Sidafos 480 SL Hitam 20 X 1 ltr,Btl,1640,20
 PT.Petrosida Gresik,Sidamec 20 EC Black 15 X 1 ltr,Btl,0,15
 PT.Petrosida Gresik,Sidapyr 325 EC 25 X 400 ml,Btl,0,25
 PT.Petrosida Gresik,Sidapyr 325 EC 40 X 250 ml,Btl,0,40
sarana.promosi,Sign Board Associate,Pcs,0,1
 PT.Nufarm Indonesia,Siklon 5.7 WG 4 X 40 X 25 gr*,Pack,2745,160
PT.Artha Prima Humatindo,Silikamat 500 ml,Btl,4,1
 PT.Excel Meg Indo,Silocel 20 X 500 ml,Btl,0,20
 PT.Excel Meg Indo,Silocel 40 X 250 ml,Btl,0,40
 PT.Syngenta Indonesia,Simodis 100 DC 50 X 100 ml,Btl,70050,50
 PT.Sinamyang Indonesia,Sinagrowth 20 TB 100 X 10 X 5 gr*,Tab,6188,1000
 PT.Sinar General Industries,Sinar Top 280 SL 20 ltr,Pail,0,1
 PT.Sinar General Industries,Sinar Top 280 SL 20 X 1 ltr,Btl,0,20
 PT.Sinar General Industries,Sinar Top 280 SL 4 X 5 ltr,Gal,0,4
 PT.Sinamyang Indonesia,Sinasen 300 SC 40 X 250 ml,Btl,2680,40
 PT.Sinamyang Indonesia,Sinasen 300 SC 40 X 250 ml (Sample),Btl,6,40
 PT.Nufarm Indonesia,Sinergy 300 EC 40 X 250 ml,Btl,1961,40
 PT.Nufarm Indonesia,Sinergy 300 EC 50 X 80 ml,Btl,1140,50
 PT.Sinergi Chem Indonesia,Sintrop 80 WG 40 X 10 X 4 gr,Pack,9320,400
 PT.Bayer Indonesia,Sivanto Prime 200 SL 100 X 100 ml,Btl,44,100
 PT.Bayer Indonesia,Sivanto Prime 200 SL 100 X 50 ml,Btl,0,100
 PT.Bayer Indonesia,Sivanto Prime 200 SL 50 X 100 ml,Btl,0,50
 PT.Sinar General Industries,Skies 20 ltr,Pail,0,1
sarana.promosi,Skies 20 ltr,Pail,0,1
 PT.Sinar General Industries,Skies 4 X 5 ltr,Gal,0,4
sarana.promosi,Skies 4 X 5 ltr,Gal,0,4
 PT.Adil Makmur Fajar,Slayer 205 SL 20 ltr,Pail,0,1
 PT.Adil Makmur Fajar,Slayer 205 SL 20 X 1 ltr,Btl,0,20
 PT.Adil Makmur Fajar,Slayer 205 SL 4 X 5 ltr,Gal,0,4
 Tbk.Bisi International,Smk. Bali Flower 20 X 6 X 20 gr,Pack,0,120
 PT.Benih Citra Asia,Smk. Big Maduri F1 12 X 10 X 20 gr,Pack,1951,120
 PT.Benih Citra Asia,Smk. Big Mardy F1 12 X 10 X 20 gr,Pack,0,120
 Tbk.Bisi International,Smk. Esteem 20 X 6 X 20 gr,Pack,2,120
 PT.Benih Citra Asia,Smk. Grandmilano 12 X 10 X 300 biji,Pack,0,120
 PT.Benih Citra Asia,Smk. Inden F1 12 X 10 X 20 gr,Pack,74,120
 PT.Benih Citra Asia,Smk. Madrid F1 12 X 10 X 20 gr*,Pack,16312,120
 PT.Benih Citra Asia,Smk. Maduri 12 X 10 X 20 gr,Pack,1040,120
 Tbk.Bisi International,Smk. Master 20 X 6 X 20 gr,Pack,0,120
 Tbk.Bisi International,Smk. Redin 20 X 6 X 20 gr,Pack,0,120
 Tbk.Bisi International,Smk. Seedless F1 Big Classic 20 X 6 X 20 gr,Pack,0,120
 Tbk.Bisi International,Smk. Seedless F1 Classic 20 X 6 X 20 gr,Pack,131,120
 Tbk.Bisi International,Smk. Seedless F1 Setabindo 20 X 6 X 20 gr,Pack,0,120
 Tbk.Bisi International,Smk. Seedless F1 Setabindo Black 20 X 6 X 20 gr,Pack,0,120
 Tbk.Bisi International,Smk. Setabindo Oval 20 X 6 X 20 gr,Pack,0,120
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Snowden 30 EC 100 ml (sampel),Btl,7,1
 PT.Asiana Chemicalindo Lestari,Sofia 200/70/30 OD 16 X 500 ml*,Btl,1,16
 PT.Asiana Chemicalindo Lestari,Sofia 200/70/30 OD 32 X 250 ml*,Btl,607,32
 PT.Asiana Chemicalindo Lestari,Sofia 200/70/30 OD 8 X 1 ltr*,Btl,444,8
 PT.Maju Makmur Utomo,Sofit 10/10 WP 200 X 20 gr,Pack,0,200
 PT.Dalzon Chemicals Indonesia,Sorexin 100 SC 250 ml (Sample),Btl,1,1
 PT.Maju Makmur Utomo,Sortie 36/6 WP 30 X 400 gr (M2U),Btl,19,30
.No Name,Spanduk Bionta,Pcs,0,1
sarana.promosi,Spanduk Bisi 77 200 X 80,Pcs,0,1
sarana.promosi,Spanduk Bisi 959 200 X 80,Pcs,0,1
.No Name,Spanduk Mulsa Karisma,Pcs,0,1
sarana.promosi,Spanduk Nama Toko 3 X 1.5 (Cling),Pcs,0,1
sarana.promosi,Spanduk Tanpa Nama 3 X 1.2 (Cling),Pcs,0,1
.No Name,Spie Pen,Pcs,24,1
.No Name,Spindle Screw Cap Pc,Pcs,115,1
 PT.Agricon,Spontan 400 SL 12 X 1 ltr,Btl,7235,12
 PT.Agricon,Spontan 400 SL 20 X 200 ml,Btl,8605,20
 PT.Agricon,Spontan 400 SL 20 X 500 ml,Btl,4,20
 PT.Asiana Chemicalindo Lestari,Spontas 450 SL 10 X 1 ltr*,Btl,45,10
 PT.Asiana Chemicalindo Lestari,Spontas 450 SL 20 X 500 ml*,Btl,631,20
