nm_suplier,nm_barang,satuan,qty,dimensi
 PT.Asiana Chemicalindo Lestari,Spontas 450 SL 50 X 200 ml*,Btl,0,50
 PT.Jawa Agrindo Internasional,Sprayboost 30 X 15 X 25 ml*,Btl,1430,450
 PT.Jawa Agrindo Internasional,Sprayboost 40 X 250 ml*,Btl,76,40
 PT.Jawa Agrindo Internasional,Sprayboost 50 X 100 ml*,Btl,561,50
 PT.Jawa Agrindo Internasional,Sprayboost 50 X 50 ml*,Btl,165,50
 CV.Sarana Tani Makmur,Sprayer 3 IN 1 KAN 16 Ltr,Pcs,0,1
 PT.Alishan Nusa Indah,Sprayer 5 ltr,Pcs,0,1
 PT.Imta Sukses Abadi,Sprayer Apung Hokita,Pcs,3,1
 PT.Imta Sukses Abadi,Sprayer Bonanza 20 X 2 ltr,Pcs,1,20
 PT.Centa Brasindo Abadi,Sprayer Elektrik Joeragan 16 L Battery,Pcs,57,1
sarana.promosi,Sprayer Elektrik Joeragan 16 L Battery,Pcs,0,1
 PT.Imta Sukses Abadi,Sprayer Elektrik Quda Karisma 10 L 1 X 6 pcs,Pcs,154,6
 PT.Imta Sukses Abadi,Sprayer Elektrik Quda Karisma 16 ltr*,Pcs,237,1
 PT.Imta Sukses Abadi,Sprayer Elektrik Quda Karisma 5 L 1 x 6 pcs,Pcs,249,6
 PT.Imta Sukses Abadi,Sprayer Elektrik Quda Karisma 5 L 1 x 6 pcs (Putih),Pcs,293,6
 PT.Centa Brasindo Abadi,Sprayer Elektrik Solusi Type 4 16 ltr,Pcs,0,1
 PT.Imta Sukses Abadi,Sprayer Hokita 20 X 2 ltr,Pcs,0,20
 PT.Imta Sukses Abadi,Sprayer Hokita 30 X 1 ltr,Pcs,2191,30
 PT.Imta Sukses Abadi,Sprayer Quda Karisma 2in1 16 ltr,Pcs,400,1
 PT.Imta Sukses Abadi,Sprayer Quda Karisma 5 L 1 x 6 pcs (Kuning),Pcs,1293,6
 PT.Imta Sukses Abadi,Sprayer Senapan Magneto*,Pcs,27,1
 PT.Centa Brasindo Abadi,Sprayer Ultra Elektrik New 16 ltr Type 3,Pcs,1,1
sarana.promosi,Sprayer Ultra Elektrik New 16 ltr Type 3,Pcs,0,1
 PT.Centa Brasindo Abadi,Sprayer Ultra Elektrik New 16 ltr Type 4,Pcs,0,1
sarana.promosi,Sprayer Ultra Elektrik New 16 ltr Type 4,Pcs,0,1
 UD.Widjaya,Spuyer L 3,Pcs,1,1
 UD.Widjaya,Spuyer L 8,Pcs,1,1
 UD.Widjaya,Spuyer LB 4 Stell,Pcs,12,1
 PT.Star Metal Ware Industry,Spuyer Tunggal / Lancip Star Metal,Pcs,54,1
 PT.Jawa Agrindo Internasional,Spyker 135 SL 20 ltr*,Pail,168,1
 PT.Jawa Agrindo Internasional,Spyker 135 SL 20 X 1 ltr*,Btl,4046,20
 PT.Jawa Agrindo Internasional,Spyker 135 SL 4 X 5 ltr*,Gal,452,4
 UD.Widjaya,Stainless Steel Clip Yamaha,Pcs,81,1
.No Name,Stand Fan Panalux,Pcs,0,1
.Catur Manunggal Jaya Abadi,Starcide 400 EC 100 gr,Pack,9,1
 PT.Bina Guna Kimia,Stargate 0.5 GR 10 X 2 kg,Pack,0,10
 PT.Adil Makmur Fajar,Starkuat 135 SL 20 ltr*,Gal,508,1
 PT.Adil Makmur Fajar,Starkuat 135 SL 20 X 1 ltr*,Btl,6609,20
 PT.Adil Makmur Fajar,Starkuat 135 SL 4 X 5 ltr*,Btl,1224,4
 PT.Dharma Ayu Tani,Starphos 40 X 500 ml*,Btl,0,40
 PT.Golden Agin I,Stick / Spindle Body Pc,Pcs,21,1
 PT.Sinar General Industries,Stickolan 50 ml (Sample),Btl,0,1
sarana.promosi,Stickpol 1 Ltr,Btl,0,1
 PT.Panen Agro Perkasa Indonesia,Sugoi 500/50 EC 100 X 100 ml*,Btl,0,100
 PT.Panen Agro Perkasa Indonesia,Sugoi 500/50 EC 20 X 1 ltr*,Btl,0,20
 PT.Panen Agro Perkasa Indonesia,Sugoi 500/50 EC 20 X 400 ml*,Btl,0,20
 PT.Panen Agro Perkasa Indonesia,Sugoi 500/50 EC 40 X 250 ml*,Btl,0,40
 PT.Kristalindo Karunia Internasional,Suica 50/20 WG 10 X 20 X 25 gr*,Pack,777,200
 PT.Kristalindo Karunia Internasional,Suica 50/20 WG 5 X 10 X 100 gr*,Pack,488,50
 PT.Kristalindo Karunia Internasional,Suica 50/20 WG 5 X 40 X 25 gr*,Pack,0,200
sarana.promosi,Super Natural Nutrition 500 ml,Btl,0,1
sarana.promosi,Super Phosphat 250 ml,Btl,0,1
 PT.Berbak Agro Sejati,Suportan 500 SL 20 X 1 ltr,Btl,0,20
 PT.Berbak Agro Sejati,Suportan 500 SL 20 X 500 ml,Btl,0,20
 PT.Berkah Tani Mukti,Supremo 490 SL Gold 20 X 1 Ltr,Btl,0,20
 PT.Agroiris Crop Protection Indonesia,Switch Off 62.5 WG 20 X 20 X 20 gr*,Pack,0,400
 PT.Agro Natural Technology,Symbisect 2/30 WG 100 X 50 gr*,Pcs,5492,100
 PT.Agro Natural Technology,Symbisect 2/30 WG 100 X 50 gr*,Pack,5492,100
 PT.Agro Natural Technology,Symbisect 2/30 WG 50 X 100 gr*,Btl,4962,50
 PT.Agro Natural Technology,Symbisect 2/30 WG 75 X 100 gr*,Pcs,3,75
 PT.Agro Natural Technology,Symbisect 2/30 WG 75 X 100 gr*,Pack,3,75
 PT.Advansia Indotani,Symphony Plus 32 X 250 ml*,Btl,785,32
 PT.Advansia Indotani,Symphony Plus 40 X 100 ml*,Btl,860,40
sarana.promosi,T-Shirt Arigato,Pcs,0,1
sarana.promosi,T-Shirt Banjo Forte,Pcs,0,1
sarana.promosi,T-Shirt Blazil,Pcs,0,1
.No Name,T-Shirt Polo Dithane/Dursban,Pcs,0,1
.No Name,T-Shirt Polo Endure/Nurelle,Pcs,0,1
sarana.promosi,T-Shirt Rice Quick,Pcs,0,1
sarana.promosi,T-Shirt Tapus,Pcs,0,1
 CV.Sarana Tani Makmur,Tabung Kosong,Pcs,10,1
.No Name,Tabung Pompa Komplit 14 ltr,Pcs,1,1
 PT.Kenso Indonesia,Taekwando 25 EC 20 X 1 ltr,Btl,360,20
 PT.Imta Sukses Abadi,Tali Bahu EDD,Pcs,10,1
 PT.Karunia Sukses Utama,Tali Gawar 989 40 X 600 gr,Slop,0,40
 PT.Karunia Sukses Utama,Tali Gawar 989 40 X 600 gr*,Slop,1499,40
 CV.Sarana Tani Makmur,Tali Gendong,Pcs,10,1
 PT.Golden Agin I,Tali Gendong GA,Pcs,1,1
 PT.Star Metal Ware Industry,Tali Gendong Hijau Star Metal,Pcs,28,1
 UD.Kelud Jaya,Tali Kapas Cap Kelud 15 X 900 gr (Putih)*,Zak,147,15
 UD.Kelud Jaya,Tali Kapas Cap Kelud 28 X 450 gr (Putih)*,Zak,85,28
 PT.Abadi Nylon Rope & Fishing Net Manufacturing,Tali Surya,Kg,479.4,1
 PT.Tunas Harapan Murni,Tamicor 250 EC 40 X 100 ml,Btl,0,40
 PT.Tunas Harapan Murni,Tamoxanil 6/24 WP 20 X 400 gr*,Pack,0,20
 PT.Tunas Harapan Murni,Tampidor 200 SL 20 X 200 ml*,Btl,0,20
 PT.Tunas Harapan Murni,Tampidor 200 SL 40 X 100 ml*,Btl,70,40
 PT.Tunas Harapan Murni,Tampidor 200 SL 40 X 200 ml*,Btl,22,40
 PT.Tunas Harapan Murni,Tampidor 25 WP 100 X 100 gr*,Pack,1683,100
 PT.Tunas Harapan Murni,Tamuldok 25 EC 20 X 250 ml*,Btl,0,20
 PT.Tunas Harapan Murni,Tamuldok 25 EC 20 X 500 ml*,Btl,0,20
.No Name,Tang Lipat set,Pcs,0,1
 PT.Star Metal Ware Industry,Tangki ABC 16 ltr BTR (Kuning),Pcs,18,1
 PT.Star Metal Ware Industry,Tangki ABC 20 Ltr-7,Pcs,27,1
 PT.Centa Brasindo Abadi,Tangki CBA Ultra 16 ltr,Pcs,0,1
 PT.Star Metal Ware Industry,Tangki Dragon Star 14 ltr Stainless,Pcs,71,1
 PT.Star Metal Ware Industry,Tangki Dragon Star 16 ltr baterai (Biru),Pcs,0,1
 PT.Star Metal Ware Industry,Tangki Dragon Star 16 ltr baterai (Biru)*,Pcs,669,1
 PT.Star Metal Ware Industry,Tangki Dragon Star 16 ltr baterai (Hijau),Pcs,0,1
 PT.Star Metal Ware Industry,Tangki Dragon Star 16 ltr baterai (Hijau)*,Pcs,171,1
 PT.Star Metal Ware Industry,Tangki Dragon Star 16 ltr Double Fungsi (Biru),Pcs,488,1
 PT.Star Metal Ware Industry,Tangki Eye Brand 14 ltr,Pcs,0,1
 PT.Star Metal Ware Industry,Tangki Eye Brand 17 ltr,Pcs,0,1
 PT.Trimarga Nusantara Indonesia,Tangki Jacto 16 ltr,Pcs,8,1
.Gada Sakti Nusantara Bahari,Tangki Solo 15 ltr,Pcs,0,1
.Gada Sakti Nusantara Bahari,Tangki Solo 425 15 ltr,Pcs,0,1
 PT.Star Metal Ware Industry,Tangki Star Metal Knapsack Sprayer 14 ltr,Pcs,1,1
 PT.Golden Agin I,Tangki Swan 16 ltr (BTR),Pcs,1,1
 PT.Golden Agin I,Tangki Swan 16 ltr BE (BTR),Pcs,0,1
 PT.Golden Agin I,Tangki Swan 16 ltr F (BTR),Pcs,0,1
 PT.Golden Agin I,Tangki Swan 16 ltr F (BTR) Bisi 321,Pcs,4,1
 PT.Golden Agin I,Tangki Swan 16 ltr F (BTR) Bisi 959,Pcs,17,1
sarana.promosi,Tangki Swan 16 ltr F (BTR) Bisi MSI,Pcs,0,1
 PT.Golden Agin I,Tangki Swan 16 ltr F (BTR) Kuningan,Pcs,20,1
 PT.Star Metal Ware Industry,Tangki TOP AGRI Double Fungsi 16 ltr baterai*,Pcs,189,1
 PT.Star Metal Ware Industry,Tangki TOP AGRI Single Fungsi 16 ltr baterai*,Pcs,70,1
 UD.Widjaya,Tangki Yama Power 16 ltr,Pcs,1,1
 PT.Star Metal Ware Industry,Tangki Yoto 14 ltr SS BTR,Pcs,1,1
 PT.Star Metal Ware Industry,Tangki Yoto 15 X 2 ltr,Pcs,570,15
 PT.Star Metal Ware Industry,Tangki Yoto 16 ltr Manual,Pcs,0,1
 PT.Star Metal Ware Industry,Tangki Yoto 20 X 2 ltr,Pcs,0,20
 PT.Star Metal Ware Industry,Tangki Yoto 6 X 5 ltr,Pcs,496,6
 PT.Star Metal Ware Industry,Tangki Yoto 6 X 9 ltr,Pcs,62,6
 PT.Petrokimia Kayaku,Termiban 400 EC 20 X 500 ml,Btl,0,20
 PT.Petrokimia Kayaku,Termiban 400 EC 50 X 100 ml,Btl,0,50
 PT.Petrokimia Kayaku,Termikon 15 EC 20 X 400 ml,Btl,9915,20
 PT.Petrokimia Kayaku,Termikon 15 EC 50 X 100 ml,Btl,14501,50
 PT.Global Agrotech,Terminator 135 EC 20 X 500 ml*,Btl,70,20
 PT.Global Agrotech,Terminator 135 EC 40 X 250 ml*,Btl,82,40
 Tbk.Bisi International,Terong Antaboga 20 X 12 X 10 gr,Pack,0,240
 PT.Benih Citra Asia,Terong Bondan 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Terong Bungo 1 kg,Pack,0,1
 PT.Benih Citra Asia,Terong Bungo 12 X 20 X 5 gr,Pack,419,240
 PT.Benih Citra Asia,Terong Hijo 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Terong Kenari 12 X 15 X 10 gr,Pack,0,180
 Tbk.Bisi International,Terong Prince 20 X 12 X 10 gr,Pack,0,240
 PT.Benih Citra Asia,Terong Ronggo 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Terong Sriti 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Terong Welut 12 X 15 X 10 gr,Pack,0,180
.Lakaba,Thricaderma (Sample),Pcs,0,1
 PT.Agricon,Throne 250 EC 20 X 250 ml,Btl,10,20
 PT.Agricon,Throne 250 EC 20 X 500 ml,Btl,1307,20
 PT.Agricon,Throne 250 EC 48 X 100 ml,Btl,1582,48
 PT.Bina Guna Kimia,Ti-Gold 10 WP 10 X 20 X 25 gr,Pack,0,200
 PT.Deli Standart,Tiezen 20 X 1 kg,Pack,0,20
 PT.Deli Standart,Tiezen 40 X 500 gr,Pack,0,40
 PT.Deli Standart,Tiezen 80 X 250 gr,Pack,0,80
 PT.Sinar General Industries,Tim Top 135 SL 20 ltr,Pail,0,1
 PT.Advanta Seeds Indonesia,Timun Lavanta F1 10 X 10 X 20 gr,Pack,0,100
 Tbk.Bisi International,Timun Micro 203 20 X 20 X 10 gr,Pack,80,400
 Tbk.Bisi International,Timun Model 21 20 X 12 X 10 gr,Pack,0,240
 Tbk.Bisi International,Timun Pesona 20 20 X 6 X 20 gr,Pack,26,120
 PT.Benih Citra Asia,Timun Renes F1 12 X 15 X 10 gr*,Pack,0,180
 PT.Benih Citra Asia,Timun Semi F1 12 X 10 X 20 gr,Pcs,732,120
 PT.Benih Citra Asia,Timun Semi F1 12 X 10 X 20 gr,Pack,732,120
 PT.Benih Citra Asia,Timun Wuku 12 X 10 X 20 gr,Pack,0,120
 PT.Benih Citra Asia,Timun Wuku 12 x 10 x 20 gr,Pack,0,120
 PT.Tanaman Makmur Mandiri,Tinker 200 ml (Sample),Btl,0,1
 PT.Tanaman Makmur Mandiri,Tinker 400 SC 40 X 200 ml*,Btl,772,40
 PT.Nufarm Indonesia,Tobago 240 EC 20 X 500 ml,Btl,0,20
 PT.Benih Citra Asia,Tomat Citra Asia F1 12 X 20 X 5 gr,Pack,0,240
 Tbk.Bisi International,Tomat Comodor 20 X 20 X 5 gr,Pack,250,400
 Tbk.Bisi International,Tomat Corona 402 20 X 20 X 5 gr,Pack,0,400
 PT.Benih Citra Asia,Tomat Mawar 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Tomat Tinatoon F1 12 X 20 X 1750 seed,Pack,0,240
 PT.Petrokimia Kayaku,Tombak 189 EC 20 X 400 ml,Btl,0,20
 PT.Imta Sukses Abadi,Tombol Regulator,Pcs,10,1
 PT.Asiana Chemicalindo Lestari,Topbas 400 SC 25 X 100 ml*,Pcs,248,25
 PT.Asiana Chemicalindo Lestari,Topbas 400 SC 25 X 100 ml*,Btl,248,25
 PT.Asiana Chemicalindo Lestari,Topbas 400 SC 50 X 50 ml*,Btl,187,50
.No Name,Topi Agricon,Pcs,0,1
sarana.promosi,Topi Bayer,Pcs,0,1
sarana.promosi,Topi Dekalb,Pcs,0,1
.No Name,Topi Jagung Bisi,Pcs,0,1
sarana.promosi,Topi Mulsa Hanoman,Pcs,0,1
.No Name,Topi Orbit,Pcs,0,1
.No Name,Topi Pertiwi,Pcs,0,1
.No Name,Topi PT Karisma,Pcs,0,1
sarana.promosi,Topi Rimba Atonik,Pcs,0,1
.No Name,Topi Syngenta,Pcs,0,1
 PT.Sinar General Industries,Topida 25 WP 100 X 100 gr*,Pack,484,100
 PT.Sinar General Industries,Topida 25 WP 50 X 100 gr*,Pack,2270,50
 PT.Sari Kresna Kimia,Topjos 300 SL 20 ltr,Pail,136,1
 PT.Sari Kresna Kimia,Topjos 300 SL 20 ltr (Coklat) + 20 pack Metsul 5 gr,Pail,0,1
 PT.Sari Kresna Kimia,Topjos 300 SL 20 ltr (Hijau) + 20 pack Metsul 5 gr,Pail,0,1
 PT.Sari Kresna Kimia,Topjos 300 SL 20 X 1 ltr (Coklat) + 1 pack Metsul 5 gr,Btl,0,20
 PT.Sari Kresna Kimia,Topjos 300 SL 20 X 1 ltr (Hijau) + 1 pack Metsul 5 gr,Btl,0,20
 PT.Sari Kresna Kimia,Topjos 300 SL 20 X 1 ltr*,Btl,11166,20
 PT.Sari Kresna Kimia,Topjos 300 SL 4 X 5 ltr,Gal,352,4
 PT.Sari Kresna Kimia,Topjos 300 SL 4 X 5 ltr (Coklat) + 5 pack Metsul 5 gr,Gal,0,4
 PT.Sari Kresna Kimia,Topjos 300 SL 4 X 5 ltr (Hijau) + 5 pack Metsul 5 gr,Gal,0,4
 PT.Sari Kresna Kimia,Topnil 50 SC 50 X 100 ml,Btl,0,50
 CV.Trisna,Topsil B/K 30 X 450 gr*,Pack,1561,30
sarana.promosi,Topsil D 500 ml,Btl,0,1
 CV.Trisna,Topsil D/H 30 X 450 gr*,Pack,10370,30
 PT.Petrokimia Kayaku,Topsin 500 SC 20 X 200 ml,Btl,3585,20
 PT.Petrokimia Kayaku,Topsin 500 SC 20 X 500 ml,Btl,7109,20
 PT.Mitra Kreasi Dharma,Topsindo 70 WP 20 X 500 gr*,Pack,804,20
 CV.Sinar Agro Kimia Indonesia,Tori 50 WP 5 X 100 gr (Sample),Pack,23,5
 PT.Alishan Nusa Indah,Toxafine 400 EC (Sampel),Btl,0,1
.Lakaba,Trichaderma (Sample),Pcs,8,1
 PT.Tanindo Intertraco,Tricho Plus AP 100 X 100 gr,Pack,0,100
 PT.Syngenta Indonesia,Trigard 75 WP 10 X 10 X 50 gr,Pack,10570,100
 PT.Syngenta Indonesia,Trigard 75 WP 12 X 10 X 25 gr,Pack,13660,120
 PT.Agro Natural Technology,Trip Oil 100 X 50 ml*,Btl,828,100
 PT.Dharma Ayu Tani,Triple XXX 20 X 1 ltr*,Btl,0,20
 PT.Asiana Chemicalindo Lestari,Triplelima 555 SL 20 X 1 ltr*,Btl,775,20
 PT.Asiana Chemicalindo Lestari,Triplelima 555 SL 4 X 5 ltr,Gal,0,4
 PT.Tanindo Intertraco,Trisula 450 SL 20 X 1 ltr,Btl,180,20
 PT.Tanindo Intertraco,Trisula 450 SL 20 X 500 ml,Btl,200,20
 PT.Sentana Adidaya Pratama,TSP 46 50 kg,Zak,0,1
 PT.Sari Kresna Kimia,Tuntas 300/100 SL 20 X 1 ltr*,Btl,1218,20
 PT.Sari Kresna Kimia,Tuntas 300/100 SL 20 X 500 ml,Btl,0,20
 PT.Berbak Agro Sejati,Turbo Up Gold 525 SL 20 ltr,Pail,0,1
 PT.Berbak Agro Sejati,Turbo Up Gold 525 SL 20 X 1 ltr,Btl,0,20
 PT.Berbak Agro Sejati,Turbo Up Gold 525 SL 20 X 500 ml,Btl,0,20
 PT.Berbak Agro Sejati,Turbo Up Gold 525 SL 4 X 5 ltr,Gal,0,4
 PT.Berbak Agro Sejati,Turbotox 150 SL 20 ltr,Pail,0,1
 PT.Berbak Agro Sejati,Turbotox 150 SL 20 X 1 ltr,Btl,0,20
 PT.Berbak Agro Sejati,Turbotox 150 SL 4 X 5 ltr,Gal,0,4
 PT.Mitra Indotani Abadi,Tutup botol desanto 100ml,Pcs,200,1
 PT.Mitra Indotani Abadi,Tutup Botol Pet Putih Susu Piraklo 250 ml,Pcs,1100,1
 PT.Mitra Indotani Abadi,Tutup Botol Piraklo 250ml (Logo MIA),Pcs,600,1
 PT.Golden Agin I,Tutup Sprayer GA,Pcs,9,1
 PT.Star Metal Ware Industry,Tutup Tabung 14 ltr Star Metal,Pcs,104,1
 PT.Star Metal Ware Industry,Tutup Tabung 17 ltr Star Metal,Pcs,45,1
.No Name,Tutup Tangki 20 ltr,Pcs,1,1
 PT.Star Metal Ware Industry,Tutup Tangki Babel Star Metal,Pcs,9,1
 PT.Mitra Indotani Abadi,Tutup Warna Hijau Botol Vishaka 100 ml,Pcs,2510,1
sarana.promosi,TV LED CHANGHONG,Pcs,0,1
sarana.promosi,TV LED Changhong 50,Pcs,0,1
sarana.promosi,TV LED COOCA ANDROID,Pcs,0,1
.No Name,TV LED LG 22,Pcs,0,1
 PT.Forum Agro Sukses Timur,TV LED Polytron 32,Pcs,0,1
sarana.promosi,TV LED Samsung 32,Pcs,0,1
sarana.promosi,TV LED Sharp,Pcs,0,1
sarana.promosi,TV LED Sharp Aquos 24,Pcs,0,1
sarana.promosi,TV LED Sharp Aquos 32,Pcs,0,1
sarana.promosi,TV LED Toshiba 32,Pcs,0,1
sarana.promosi,TV LED TOSHIBA ANDROID,Pcs,0,1
sarana.promosi,TV LED XIAOMI,Pcs,0,1
.No Name,TV LG 14,Pcs,0,1
sarana.promosi,TV Samsung Full HD Smart TV 43,Pcs,0,1
 PT.Saprotan Utama Nusantara,Ultrasoline 10 X 2 kg,Pack,1050,10
sarana.promosi,Umbul-umbul 4M (Cling),Pcs,0,1
sarana.promosi,Umbul-umbul Armeira,Pcs,0,1
sarana.promosi,Umbul-umbul Associate,Pcs,0,1
sarana.promosi,Umbul-umbul Desanto,Pcs,0,1
sarana.promosi,Umbul-umbul Elazaro,Pcs,0,1
sarana.promosi,Umbul-umbul Piraklo,Pcs,0,1
 PT.Mitra Kreasi Dharma,Unibro 500/50 SC 20 X 250 ml*,Btl,1890,20
 PT.Mitra Kreasi Dharma,Unibro 500/50 SC 20 X 500 ml*,Btl,2660,20
 PT..Nusa Palapa Gemilang,Unifos Single Phosphate 50 kg (Sample),Zak,0,1
 PT.Sinergi Chem Indonesia,Unigo 400/40 EC 10 X 800 ml*,Btl,190,10
 PT.Sinergi Chem Indonesia,Unigo 400/40 EC 25 X 400 ml*,Btl,405,25
sarana.promosi,Unihit 120 SC 100 X 100 ml (Sample)*,Btl,0,100
 PT.Sinergi Chem Indonesia,Unihit 120 SC 100 X 100 ml*,Btl,11342,100
 PT.Sinergi Chem Indonesia,Unihit 120 SC 20 X 500 ml*,Btl,1368,20
 PT.Sinergi Chem Indonesia,Unihit 120 SC 40 X 250 ml*,Btl,10086,40
 PT.Sinergi Chem Indonesia,Unihit 120 SC 40 X 250 ml* (Sample),Btl,0,40
 PT.Mitra Kreasi Dharma,Unirex 141/106 ZC 20 X 200 ml*,Btl,3811,20
 PT.Mitra Kreasi Dharma,Unirex 141/106 ZC 20 X 400 ml*,Btl,750,20
 PT.Mitra Kreasi Dharma,Unirex 141/106 ZC 50 X 100 ml*,Btl,3340,50
 PT.Sinergi Chem Indonesia,Unista 100 SC 10 X 1 ltr*,Btl,300,10
 PT.Sinergi Chem Indonesia,Unista 100 SC 20 X 500 ml*,Btl,1130,20
 PT.Sinergi Chem Indonesia,Unista 100 SC 40 X 250 ml (Sample),Btl,9,40
 PT.Sinergi Chem Indonesia,Unista 100 SC 40 X 250 ml*,Btl,2583,40
 PT.Tanaman Makmur Mandiri,Uprise 100 ml (Sample),Btl,0,1
 PT.Tanaman Makmur Mandiri,Uprise 20 X 250 ml,Btl,440,20
 PT.Tanaman Makmur Mandiri,Uprise 50 X 100 ml*,Btl,2195,50
 PT.Saprotan Utama Nusantara,Urecote 50 kg,Zak,0,1
sarana.promosi,Vacum Cleaner,Pcs,0,1
 PT.Alfa Beta Agrochemical,Valley 10 X 1 Kg (Sample),Pack,10,10
 PT.Alfa Beta Agrochemical,Valley 10 x 1 kg*,Pack,2145,10
 PT.Advansia Indotani,Valor 50 WG 10 X 200 gr,Btl,20,10
 PT.Advansia Indotani,Valor 50 WG 40 X 50 gr,Btl,200,40
 PT.Bayer Indonesia,Vayego 200 SC 100 X 100 ml,Btl,0,100
 PT.Bayer Indonesia,Vayego 200 SC 100 X 50 ml,Btl,0,100
 PT.Bayer Indonesia,Vayego 200 SC 50 X 100 ml,Btl,778,50
.No Name,Ventory 865 SL 400 gr,Pack,1,1
 PT.Maju Makmur Utomo,Vertibak 60 SP 50 X 100 gr*,Pack,0,50
 PT.Sarana Tani Indonesia Makmur,Veto 650 EC 100 ml (Sample),Btl,0,1
 PT.Sari Kresna Kimia,Viaron 80 WP 10 X 1 kg,Pack,0,10
 PT.Sari Kresna Kimia,Viaron 80 WP 10 X 1 kg*,Pack,391,10
 PT.Sari Kresna Kimia,Viaron 80 WP 40 X 250 gr,Pack,3069,40
 PT.Tanindo Intertraco,Victar 80 WP 20 X 1 kg,Pack,997,20
 PT.Tanindo Intertraco,Victory 80 WP 20 X 1 kg,Pack,0,20
 PT.Syngenta Indonesia,Virtako 300 SC 10 X 20 X 10 ml,Btl,0,200
 PT.Syngenta Indonesia,Virtako 300 SC 100 X 50 ml,Btl,9787,100
 PT.Syngenta Indonesia,Virtako 300 SC 50 X 100 ml,Btl,0,50
 PT.Mitra Indotani Abadi,Vishaka 200 EC 100 X 100 ml*,Btl,73,100
 PT.Mitra Indotani Abadi,Vishaka 200 EC 20 X 500 ml*,Btl,2082,20
 PT.Sari Kresna Kimia,Vista 400 SL 100 ml (Sample),Btl,36,1
 PT.Sari Kresna Kimia,Vista 400 SL 16 X 1 ltr*,Btl,671,16
 PT.Sari Kresna Kimia,Vista 400 SL 20 X 500 ml*,Btl,450,20
 PT.Sari Kresna Kimia,Vista 400 SL 50 X 200 ml*,Btl,1944,50
 UD.Widjaya,Volt Meter YEP18,Pcs,5,1
 PT.Sinar General Industries,Walang 50 EC 20 X 1 ltr*,Btl,820,20
 PT.Sinar General Industries,Walang 50 EC 25 X 400 ml*,Btl,1315,25
 PT.Maju Makmur Utomo,Wendry 75 WP 100 X 100 gr (M2U),Pack,1644,100
 PT.Maju Makmur Utomo,Wendry 75 WP 100 X 50 gr M2U (Sample),Pack,0,100
 PT.Maju Makmur Utomo,Wendry 75 WP 20 X 500 gr (M2U),Pack,22777,20
 PT.Agricon,Win 10 WP 25 X 20 X 10 gr*,Pack,13940,500
 PT.Asiana Chemicalindo Lestari,Winda 250 SC 10 X 500 ml*,Btl,0,10
 PT.Asiana Chemicalindo Lestari,Winda 250 SC 20 X 250 ml*,Btl,8,20
 PT.Asiana Chemicalindo Lestari,Winda 250 SC 50 X 100 ml*,Btl,72,50
 PT.Tanindo Intertraco,Winder 100 EC 50 X 100 ml,Btl,290,50
 PT.Tanindo Intertraco,Winder 100 EC 50 X 250 ml,Btl,100,50
 PT.Tanindo Intertraco,Winder 25 WP 80 X 100 gr,Pack,800,80
sarana.promosi,X-Banner (Cling),Pcs,0,1
 PT.Kristalindo Karunia Internasional,Xycort 550/60 EC 100 X 100 ml,Btl,0,100
 PT.Kristalindo Karunia Internasional,Xycort 550/60 EC 20 X 400 ml*,Btl,235,20
 PT.Kristalindo Karunia Internasional,Xycort 550/60 EC 20 X 900 ml,Btl,40,20
 PT.Arysta Lifescience Tirta,Yokozuna 210 SC 50 X 100 ml,Btl,0,50
 PT.Star Metal Ware Industry,Yoto Perfume Spray 118 X 120 ml,Btl,103,118
 CV.Mitra Tani Abadi Jaya,You Stick 15 X 1 ltr*,Btl,750,15
 CV.Mitra Tani Abadi Jaya,You Stick 20 X 500 ml*,Btl,285,20
 PT.Saprotan Utama Nusantara,ZA Pak Tani 50 kg,Zak,0,1
 PT.Zenith Cropsciences Indonesia,Zencrop Algi 24 X 500 ml*,Btl,541,24
 PT.Zenith Cropsciences Indonesia,Zencrop Algi 40 X 250 ml*,Btl,1768,40
 PT.Zenith Cropsciences Indonesia,Zencrop Algi 60 X 100 ml*,Btl,2713,60
 PT.Zenith Cropsciences Indonesia,Zenpro Mix 24 X 500 ml*,Btl,316,24
 PT.Zenith Cropsciences Indonesia,Zenpro Mix 40 X 250 ml*,Btl,74,40
 PT.Zenith Cropsciences Indonesia,Zenpro Mix 60 X 100 ml*,Btl,945,60
 PT.Zenith Cropsciences Indonesia,Zenpro NPK 15 X 1 ltr*,Btl,1425,15
sarana.promosi,Zentech Poster Ambest Kutu Kebul,Pcs,0,1
 CV.Lestari Inti Agro,Zinc 6 X 200 X 1 gr*,Pack,66958,1200
 PT.Saprotan Utama Nusantara,ZNURECOTE 50 kg,Zak,46,1
